Feature 1 name;Feature 1 value;Feature 2 name;Feature 2 value;Target name;Target value
Minutes of exercise;50.0;Protein intake;30.0;Muscle gain;1.7
Minutes of exercise;40.0;Protein intake;25.0;Muscle gain;1.6
Minutes of exercise;35.0;Protein intake;20.0;Muscle gain;1.3
Minutes of exercise;45.0;Protein intake;25.0;Muscle gain;1.5
Minutes of exercise;25.0;Protein intake;15.0;Muscle gain;1.0
Minutes of exercise;35.0;Protein intake;20.0;Muscle gain;1.3
Minutes of exercise;40.0;Protein intake;25.0;Muscle gain;1.6
Minutes of exercise;50.0;Protein intake;30.0;Muscle gain;1.7
Minutes of exercise;30.0;Protein intake;20.0;Muscle gain;1.2
Minutes of exercise;40.0;Protein intake;15.0;Muscle gain;1.0
Minutes of exercise;25.0;Protein intake;15.0;Muscle gain;1.0
Minutes of exercise;35.0;Protein intake;20.0;Muscle gain;1.3
Minutes of exercise;45.0;Protein intake;25.0;Muscle gain;1.5
Minutes of exercise;55.0;Protein intake;30.0;Muscle gain;1.6
Screen size (inches);6.1;Battery life (hours);18.0;Phone satisfaction;8.0
Screen size (inches);6.5;Battery life (hours);16.0;Phone satisfaction;7.0
Screen size (inches);5.8;Battery life (hours);20.0;Phone satisfaction;9.0
Screen size (inches);6.2;Battery life (hours);18.0;Phone satisfaction;8.0
Screen size (inches);6.5;Battery life (hours);16.0;Phone satisfaction;7.0
Screen size (inches);6.9;Battery life (hours);14.0;Phone satisfaction;6.0
Screen size (inches);6.2;Battery life (hours);18.0;Phone satisfaction;8.0
Screen size (inches);6.6;Battery life (hours);16.0;Phone satisfaction;7.0
Screen size (inches);5.5;Battery life (hours);22.0;Phone satisfaction;10.0
Screen size (inches);6.0;Battery life (hours);20.0;Phone satisfaction;9.0
Screen size (inches);6.0;Battery life (hours);20.0;Phone satisfaction;9.0
Screen size (inches);6.4;Battery life (hours);18.0;Phone satisfaction;8.0
Screen size (inches);6.3;Battery life (hours);17.0;Phone satisfaction;7.5
Screen size (inches);6.7;Battery life (hours);15.0;Phone satisfaction;7.0
Screen size (inches);5.9;Battery life (hours);19.0;Phone satisfaction;8.5
Screen size (inches);6.3;Battery life (hours);17.0;Phone satisfaction;7.5
Screen size (inches);6.4;Battery life (hours);18.0;Phone satisfaction;8.0
Screen size (inches);6.8;Battery life (hours);16.0;Phone satisfaction;7.0
Screen size (inches);5.7;Battery life (hours);21.0;Phone satisfaction;9.5
Screen size (inches);6.1;Battery life (hours);19.0;Phone satisfaction;8.5
Temperature (°C);25.0;Humidity (%);40.0;Comfort level;7.0
Temperature (°C);27.0;Humidity (%);35.0;Comfort level;6.0
Temperature (°C);22.0;Humidity (%);50.0;Comfort level;8.0
Temperature (°C);24.0;Humidity (%);45.0;Comfort level;7.0
Temperature (°C);28.0;Humidity (%);30.0;Comfort level;6.0
Temperature (°C);30.0;Humidity (%);25.0;Comfort level;5.0
Temperature (°C);24.0;Humidity (%);45.0;Comfort level;7.0
Temperature (°C);26.0;Humidity (%);40.0;Comfort level;6.0
Temperature (°C);26.0;Humidity (%);55.0;Comfort level;8.0
Temperature (°C);28.0;Humidity (%);50.0;Comfort level;7.0
Temperature (°C);23.0;Humidity (%);60.0;Comfort level;9.0
Temperature (°C);25.0;Humidity (%);55.0;Comfort level;8.0
Temperature (°C);27.0;Humidity (%);40.0;Comfort level;6.0
Temperature (°C);29.0;Humidity (%);35.0;Comfort level;5.0
Temperature (°C);24.0;Humidity (%);50.0;Comfort level;7.0
Temperature (°C);26.0;Humidity (%);45.0;Comfort level;6.0
Temperature (°C);25.0;Humidity (%);45.0;Comfort level;7.0
Temperature (°C);27.0;Humidity (%);40.0;Comfort level;6.0
Temperature (°C);22.0;Humidity (%);55.0;Comfort level;8.0
Temperature (°C);24.0;Humidity (%);50.0;Comfort level;7.0
Number of bedrooms;3.0;Distance from school (km);2.0;House price;300000.0
Number of bedrooms;4.0;Distance from school (km);3.0;House price;280000.0
Number of bedrooms;4.0;Distance from school (km);1.0;House price;350000.0
Number of bedrooms;3.0;Distance from school (km);2.0;House price;300000.0
Number of bedrooms;2.0;Distance from school (km);3.0;House price;250000.0
Number of bedrooms;3.0;Distance from school (km);4.0;House price;230000.0
Number of bedrooms;3.0;Distance from school (km);1.0;House price;320000.0
Number of bedrooms;4.0;Distance from school (km);2.0;House price;310000.0
Number of bedrooms;4.0;Distance from school (km);2.0;House price;310000.0
Number of bedrooms;5.0;Distance from school (km);3.0;House price;300000.0
Number of bedrooms;3.0;Distance from school (km);2.0;House price;300000.0
Number of bedrooms;4.0;Distance from school (km);3.0;House price;280000.0
Number of bedrooms;2.0;Distance from school (km);1.0;House price;270000.0
Number of bedrooms;3.0;Distance from school (km);2.0;House price;260000.0
Number of bedrooms;4.0;Distance from school (km);1.0;House price;340000.0
Number of bedrooms;3.0;Distance from school (km);2.0;House price;300000.0
Number of bedrooms;3.0;Distance from school (km);3.0;House price;280000.0
Number of bedrooms;4.0;Distance from school (km);4.0;House price;270000.0
Number of bedrooms;2.0;Distance from school (km);2.0;House price;260000.0
Number of bedrooms;3.0;Distance from school (km);3.0;House price;250000.0
Distance to airport (km);5.0;Room count;2.0;Hotel price;120.0
Distance to airport (km);6.0;Room count;3.0;Hotel price;130.0
Distance to airport (km);3.0;Room count;3.0;Hotel price;140.0
Distance to airport (km);4.0;Room count;4.0;Hotel price;150.0
Distance to airport (km);7.0;Room count;1.0;Hotel price;100.0
Distance to airport (km);6.0;Room count;2.0;Hotel price;110.0
Distance to airport (km);4.0;Room count;4.0;Hotel price;150.0
Distance to airport (km);5.0;Room count;5.0;Hotel price;160.0
Distance to airport (km);6.0;Room count;2.0;Hotel price;130.0
Distance to airport (km);5.0;Room count;3.0;Hotel price;140.0
Distance to airport (km);2.0;Room count;3.0;Hotel price;140.0
Distance to airport (km);3.0;Room count;4.0;Hotel price;150.0
Distance to airport (km);5.0;Room count;2.0;Hotel price;120.0
Distance to airport (km);6.0;Room count;3.0;Hotel price;130.0
Distance to airport (km);4.0;Room count;4.0;Hotel price;150.0
Distance to airport (km);5.0;Room count;5.0;Hotel price;160.0
Distance to airport (km);3.0;Room count;3.0;Hotel price;140.0
Distance to airport (km);4.0;Room count;4.0;Hotel price;150.0
Distance to airport (km);6.0;Room count;2.0;Hotel price;130.0
Distance to airport (km);5.0;Room count;3.0;Hotel price;140.0
Hours of study;5.0;Previous score;60.0;Exam score;70.0
Hours of study;6.0;Previous score;55.0;Exam score;72.0
Hours of study;4.0;Previous score;70.0;Exam score;75.0
Hours of study;5.0;Previous score;65.0;Exam score;76.0
Hours of study;6.0;Previous score;50.0;Exam score;65.0
Hours of study;7.0;Previous score;45.0;Exam score;67.0
Hours of study;5.0;Previous score;65.0;Exam score;72.0
Hours of study;6.0;Previous score;60.0;Exam score;73.0
Hours of study;4.0;Previous score;55.0;Exam score;63.0
Hours of study;5.0;Previous score;50.0;Exam score;64.0
Hours of study;6.0;Previous score;70.0;Exam score;78.0
Hours of study;7.0;Previous score;65.0;Exam score;79.0
Hours of study;5.0;Previous score;60.0;Exam score;70.0
Hours of study;6.0;Previous score;55.0;Exam score;72.0
Hours of study;4.0;Previous score;70.0;Exam score;75.0
Hours of study;5.0;Previous score;65.0;Exam score;76.0
Hours of study;6.0;Previous score;50.0;Exam score;65.0
Hours of study;7.0;Previous score;45.0;Exam score;67.0
Hours of study;5.0;Previous score;65.0;Exam score;72.0
Hours of study;6.0;Previous score;60.0;Exam score;73.0
Number of ingredients;5.0;Prep time (minutes);15.0;Recipe difficulty;6.0
Number of ingredients;6.0;Prep time (minutes);20.0;Recipe difficulty;7.0
Number of ingredients;4.0;Prep time (minutes);10.0;Recipe difficulty;5.0
Number of ingredients;5.0;Prep time (minutes);15.0;Recipe difficulty;6.0
Number of ingredients;7.0;Prep time (minutes);25.0;Recipe difficulty;8.0
Number of ingredients;6.0;Prep time (minutes);20.0;Recipe difficulty;7.0
Number of ingredients;6.0;Prep time (minutes);20.0;Recipe difficulty;7.0
Number of ingredients;7.0;Prep time (minutes);25.0;Recipe difficulty;8.0
Number of ingredients;3.0;Prep time (minutes);8.0;Recipe difficulty;4.0
Number of ingredients;4.0;Prep time (minutes);12.0;Recipe difficulty;5.0
Number of ingredients;5.0;Prep time (minutes);15.0;Recipe difficulty;6.0
Number of ingredients;6.0;Prep time (minutes);20.0;Recipe difficulty;7.0
Number of ingredients;6.0;Prep time (minutes);18.0;Recipe difficulty;6.5
Number of ingredients;7.0;Prep time (minutes);22.0;Recipe difficulty;7.5
Number of ingredients;4.0;Prep time (minutes);12.0;Recipe difficulty;5.0
Number of ingredients;5.0;Prep time (minutes);16.0;Recipe difficulty;6.0
Number of ingredients;7.0;Prep time (minutes);25.0;Recipe difficulty;8.0
Number of ingredients;8.0;Prep time (minutes);30.0;Recipe difficulty;9.0
Number of ingredients;5.0;Prep time (minutes);14.0;Recipe difficulty;5.5
Number of ingredients;6.0;Prep time (minutes);18.0;Recipe difficulty;6.5
Car Engine Size;2.0;Horsepower;150.0;Speed;120.0
Car Engine Size;2.5;Horsepower;180.0;Speed;140.0
Car Engine Size;1.6;Horsepower;120.0;Speed;100.0
Car Engine Size;1.8;Horsepower;140.0;Speed;115.0
Car Engine Size;3.0;Horsepower;200.0;Speed;160.0
Car Engine Size;3.2;Horsepower;190.0;Speed;165.0
Car Engine Size;1.4;Horsepower;100.0;Speed;90.0
Car Engine Size;1.5;Horsepower;110.0;Speed;100.0
Car Engine Size;2.2;Horsepower;170.0;Speed;135.0
Car Engine Size;2.0;Horsepower;160.0;Speed;125.0
Car Engine Size;1.8;Horsepower;130.0;Speed;110.0
Car Engine Size;1.6;Horsepower;125.0;Speed;105.0
Car Engine Size;2.4;Horsepower;190.0;Speed;145.0
Car Engine Size;2.6;Horsepower;180.0;Speed;150.0
Car Engine Size;2.0;Horsepower;160.0;Speed;130.0
Car Engine Size;1.9;Horsepower;150.0;Speed;120.0
Car Engine Size;2.8;Horsepower;220.0;Speed;180.0
Car Engine Size;3.0;Horsepower;210.0;Speed;185.0
Car Engine Size;1.2;Horsepower;90.0;Speed;80.0
Car Engine Size;1.3;Horsepower;100.0;Speed;90.0
Phone RAM;4.0;Screen Size;6.0;Battery Life;20.0
Phone RAM;6.0;Screen Size;5.8;Battery Life;25.0
Phone RAM;6.0;Screen Size;6.5;Battery Life;28.0
Phone RAM;4.0;Screen Size;6.4;Battery Life;22.0
Phone RAM;8.0;Screen Size;6.7;Battery Life;35.0
Phone RAM;6.0;Screen Size;6.6;Battery Life;30.0
Phone RAM;4.0;Screen Size;5.5;Battery Life;18.0
Phone RAM;6.0;Screen Size;5.7;Battery Life;24.0
Phone RAM;6.0;Screen Size;6.3;Battery Life;26.0
Phone RAM;8.0;Screen Size;6.2;Battery Life;32.0
Phone RAM;2.0;Screen Size;5.8;Battery Life;15.0
Phone RAM;4.0;Screen Size;6.0;Battery Life;20.0
Phone RAM;8.0;Screen Size;6.8;Battery Life;38.0
Phone RAM;6.0;Screen Size;6.7;Battery Life;33.0
Phone RAM;4.0;Screen Size;6.2;Battery Life;22.0
Phone RAM;6.0;Screen Size;6.3;Battery Life;27.0
Phone RAM;6.0;Screen Size;6.6;Battery Life;30.0
Phone RAM;4.0;Screen Size;6.5;Battery Life;24.0
Phone RAM;8.0;Screen Size;6.9;Battery Life;40.0
Phone RAM;6.0;Screen Size;6.8;Battery Life;35.0
Book Length;300.0;Author Fame;5.0;Popularity;60.0
Book Length;400.0;Author Fame;4.0;Popularity;65.0
Book Length;500.0;Author Fame;7.0;Popularity;80.0
Book Length;600.0;Author Fame;6.0;Popularity;85.0
Book Length;400.0;Author Fame;6.0;Popularity;70.0
Book Length;500.0;Author Fame;7.0;Popularity;75.0
Book Length;200.0;Author Fame;4.0;Popularity;50.0
Book Length;300.0;Author Fame;5.0;Popularity;55.0
Book Length;600.0;Author Fame;8.0;Popularity;90.0
Book Length;500.0;Author Fame;9.0;Popularity;95.0
Book Length;300.0;Author Fame;3.0;Popularity;55.0
Book Length;400.0;Author Fame;4.0;Popularity;60.0
Book Length;500.0;Author Fame;9.0;Popularity;85.0
Book Length;600.0;Author Fame;8.0;Popularity;90.0
Book Length;400.0;Author Fame;5.0;Popularity;65.0
Book Length;500.0;Author Fame;6.0;Popularity;70.0
Book Length;300.0;Author Fame;6.0;Popularity;60.0
Book Length;400.0;Author Fame;5.0;Popularity;65.0
Book Length;500.0;Author Fame;7.0;Popularity;75.0
Book Length;600.0;Author Fame;6.0;Popularity;80.0
Shoe Weight;200.0;Brand Reputation;4.0;Comfort;70.0
Shoe Weight;250.0;Brand Reputation;5.0;Comfort;75.0
Shoe Weight;180.0;Brand Reputation;3.0;Comfort;65.0
Shoe Weight;200.0;Brand Reputation;4.0;Comfort;70.0
Shoe Weight;220.0;Brand Reputation;5.0;Comfort;75.0
Shoe Weight;230.0;Brand Reputation;6.0;Comfort;80.0
Shoe Weight;160.0;Brand Reputation;2.0;Comfort;60.0
Shoe Weight;180.0;Brand Reputation;3.0;Comfort;65.0
Shoe Weight;240.0;Brand Reputation;6.0;Comfort;80.0
Shoe Weight;250.0;Brand Reputation;7.0;Comfort;85.0
Shoe Weight;190.0;Brand Reputation;4.0;Comfort;70.0
Shoe Weight;210.0;Brand Reputation;5.0;Comfort;75.0
Shoe Weight;210.0;Brand Reputation;5.0;Comfort;75.0
Shoe Weight;220.0;Brand Reputation;6.0;Comfort;80.0
Shoe Weight;170.0;Brand Reputation;3.0;Comfort;65.0
Shoe Weight;190.0;Brand Reputation;4.0;Comfort;70.0
Shoe Weight;230.0;Brand Reputation;6.0;Comfort;80.0
Shoe Weight;240.0;Brand Reputation;7.0;Comfort;85.0
Shoe Weight;150.0;Brand Reputation;2.0;Comfort;60.0
Shoe Weight;170.0;Brand Reputation;3.0;Comfort;65.0
Room Size;20.0;Window Count;2.0;Lighting;60.0
Room Size;25.0;Window Count;3.0;Lighting;70.0
Room Size;15.0;Window Count;1.0;Lighting;50.0
Room Size;20.0;Window Count;2.0;Lighting;60.0
Room Size;30.0;Window Count;4.0;Lighting;80.0
Room Size;35.0;Window Count;3.0;Lighting;85.0
Room Size;18.0;Window Count;2.0;Lighting;65.0
Room Size;22.0;Window Count;3.0;Lighting;75.0
Room Size;25.0;Window Count;3.0;Lighting;75.0
Room Size;30.0;Window Count;4.0;Lighting;85.0
Room Size;10.0;Window Count;1.0;Lighting;50.0
Room Size;15.0;Window Count;2.0;Lighting;60.0
Room Size;35.0;Window Count;5.0;Lighting;90.0
Room Size;40.0;Window Count;4.0;Lighting;95.0
Room Size;22.0;Window Count;3.0;Lighting;75.0
Room Size;25.0;Window Count;4.0;Lighting;80.0
Room Size;17.0;Window Count;2.0;Lighting;65.0
Room Size;20.0;Window Count;3.0;Lighting;70.0
Room Size;30.0;Window Count;4.0;Lighting;85.0
Room Size;35.0;Window Count;5.0;Lighting;90.0
Phone Battery Capacity;3000.0;Screen Brightness;400.0;Battery Duration;12.0
Phone Battery Capacity;4000.0;Screen Brightness;350.0;Battery Duration;14.0
Phone Battery Capacity;2500.0;Screen Brightness;300.0;Battery Duration;10.0
Phone Battery Capacity;3000.0;Screen Brightness;400.0;Battery Duration;12.0
Phone Battery Capacity;4000.0;Screen Brightness;500.0;Battery Duration;16.0
Phone Battery Capacity;5000.0;Screen Brightness;450.0;Battery Duration;18.0
Phone Battery Capacity;3500.0;Screen Brightness;450.0;Battery Duration;15.0
Phone Battery Capacity;4000.0;Screen Brightness;500.0;Battery Duration;17.0
Phone Battery Capacity;2000.0;Screen Brightness;250.0;Battery Duration;8.0
Phone Battery Capacity;2500.0;Screen Brightness;300.0;Battery Duration;10.0
Phone Battery Capacity;4500.0;Screen Brightness;600.0;Battery Duration;19.0
Phone Battery Capacity;5000.0;Screen Brightness;550.0;Battery Duration;21.0
Phone Battery Capacity;3000.0;Screen Brightness;400.0;Battery Duration;13.0
Phone Battery Capacity;3500.0;Screen Brightness;450.0;Battery Duration;15.0
Phone Battery Capacity;2500.0;Screen Brightness;350.0;Battery Duration;11.0
Phone Battery Capacity;3000.0;Screen Brightness;400.0;Battery Duration;13.0
Phone Battery Capacity;3500.0;Screen Brightness;500.0;Battery Duration;17.0
Phone Battery Capacity;4000.0;Screen Brightness;550.0;Battery Duration;19.0
Phone Battery Capacity;2000.0;Screen Brightness;300.0;Battery Duration;9.0
Phone Battery Capacity;2500.0;Screen Brightness;350.0;Battery Duration;11.0
Coffee Bean Size;5.0;Bean Roast;2.0;Flavor Strength;7.0
Coffee Bean Size;6.0;Bean Roast;3.0;Flavor Strength;8.0
Coffee Bean Size;4.0;Bean Roast;1.0;Flavor Strength;6.0
Coffee Bean Size;5.0;Bean Roast;2.0;Flavor Strength;7.0
Coffee Bean Size;6.0;Bean Roast;4.0;Flavor Strength;9.0
Coffee Bean Size;7.0;Bean Roast;3.0;Flavor Strength;10.0
Coffee Bean Size;3.0;Bean Roast;1.0;Flavor Strength;5.0
Coffee Bean Size;4.0;Bean Roast;2.0;Flavor Strength;6.0
Coffee Bean Size;7.0;Bean Roast;5.0;Flavor Strength;10.0
Coffee Bean Size;6.0;Bean Roast;4.0;Flavor Strength;9.0
Coffee Bean Size;5.0;Bean Roast;2.0;Flavor Strength;7.0
Coffee Bean Size;6.0;Bean Roast;1.0;Flavor Strength;6.0
Coffee Bean Size;6.0;Bean Roast;3.0;Flavor Strength;8.0
Coffee Bean Size;7.0;Bean Roast;4.0;Flavor Strength;9.0
Coffee Bean Size;4.0;Bean Roast;1.0;Flavor Strength;5.0
Coffee Bean Size;5.0;Bean Roast;2.0;Flavor Strength;6.0
Coffee Bean Size;7.0;Bean Roast;4.0;Flavor Strength;9.0
Coffee Bean Size;6.0;Bean Roast;3.0;Flavor Strength;8.0
Coffee Bean Size;5.0;Bean Roast;2.0;Flavor Strength;7.0
Coffee Bean Size;6.0;Bean Roast;3.0;Flavor Strength;8.0
Plant Leaf Size;10.0;Plant Height;50.0;Growth Rate;3.0
Plant Leaf Size;12.0;Plant Height;60.0;Growth Rate;4.0
Plant Leaf Size;8.0;Plant Height;40.0;Growth Rate;2.0
Plant Leaf Size;10.0;Plant Height;50.0;Growth Rate;3.0
Plant Leaf Size;14.0;Plant Height;70.0;Growth Rate;5.0
Plant Leaf Size;16.0;Plant Height;80.0;Growth Rate;6.0
Plant Leaf Size;6.0;Plant Height;30.0;Growth Rate;1.0
Plant Leaf Size;8.0;Plant Height;40.0;Growth Rate;2.0
Plant Leaf Size;12.0;Plant Height;60.0;Growth Rate;4.0
Plant Leaf Size;14.0;Plant Height;70.0;Growth Rate;5.0
Plant Leaf Size;10.0;Plant Height;50.0;Growth Rate;3.0
Plant Leaf Size;12.0;Plant Height;60.0;Growth Rate;4.0
Plant Leaf Size;16.0;Plant Height;80.0;Growth Rate;6.0
Plant Leaf Size;18.0;Plant Height;90.0;Growth Rate;7.0
Plant Leaf Size;8.0;Plant Height;40.0;Growth Rate;2.0
Plant Leaf Size;10.0;Plant Height;50.0;Growth Rate;3.0
Plant Leaf Size;14.0;Plant Height;70.0;Growth Rate;5.0
Plant Leaf Size;16.0;Plant Height;80.0;Growth Rate;6.0
Plant Leaf Size;6.0;Plant Height;30.0;Growth Rate;1.0
Plant Leaf Size;8.0;Plant Height;40.0;Growth Rate;2.0
TV Screen Size;55.0;TV Brightness;400.0;Picture Quality;8.0
TV Screen Size;65.0;TV Brightness;450.0;Picture Quality;9.0
TV Screen Size;43.0;TV Brightness;300.0;Picture Quality;6.0
TV Screen Size;55.0;TV Brightness;350.0;Picture Quality;7.0
TV Screen Size;65.0;TV Brightness;500.0;Picture Quality;10.0
TV Screen Size;75.0;TV Brightness;550.0;Picture Quality;11.0
TV Screen Size;32.0;TV Brightness;200.0;Picture Quality;4.0
TV Screen Size;43.0;TV Brightness;250.0;Picture Quality;5.0
TV Screen Size;55.0;TV Brightness;450.0;Picture Quality;8.0
TV Screen Size;65.0;TV Brightness;500.0;Picture Quality;9.0
TV Screen Size;43.0;TV Brightness;350.0;Picture Quality;6.0
TV Screen Size;55.0;TV Brightness;400.0;Picture Quality;7.0
TV Screen Size;65.0;TV Brightness;550.0;Picture Quality;10.0
TV Screen Size;75.0;TV Brightness;600.0;Picture Quality;11.0
TV Screen Size;32.0;TV Brightness;250.0;Picture Quality;4.0
TV Screen Size;43.0;TV Brightness;300.0;Picture Quality;5.0
TV Screen Size;55.0;TV Brightness;400.0;Picture Quality;8.0
TV Screen Size;65.0;TV Brightness;450.0;Picture Quality;9.0
TV Screen Size;43.0;TV Brightness;300.0;Picture Quality;6.0
TV Screen Size;55.0;TV Brightness;350.0;Picture Quality;7.0
Dog Size;30.0;Playfulness;7.0;Trainability;6.0
Dog Size;40.0;Playfulness;6.0;Trainability;7.0
Dog Size;20.0;Playfulness;5.0;Trainability;4.0
Dog Size;30.0;Playfulness;7.0;Trainability;6.0
Dog Size;50.0;Playfulness;8.0;Trainability;8.0
Dog Size;60.0;Playfulness;7.0;Trainability;9.0
Dog Size;10.0;Playfulness;3.0;Trainability;2.0
Dog Size;20.0;Playfulness;5.0;Trainability;4.0
Dog Size;40.0;Playfulness;6.0;Trainability;7.0
Dog Size;50.0;Playfulness;8.0;Trainability;8.0
Dog Size;30.0;Playfulness;7.0;Trainability;6.0
Dog Size;40.0;Playfulness;6.0;Trainability;7.0
Dog Size;60.0;Playfulness;9.0;Trainability;9.0
Dog Size;70.0;Playfulness;8.0;Trainability;10.0
Dog Size;20.0;Playfulness;5.0;Trainability;4.0
Dog Size;30.0;Playfulness;7.0;Trainability;6.0
Dog Size;50.0;Playfulness;8.0;Trainability;8.0
Dog Size;60.0;Playfulness;7.0;Trainability;9.0
Dog Size;10.0;Playfulness;3.0;Trainability;2.0
Dog Size;20.0;Playfulness;5.0;Trainability;4.0
Engine size;2.0;Curb weight;1500.0;Fuel efficiency;25.0
Engine size;2.5;Curb weight;1400.0;Fuel efficiency;22.0
Engine size;1.8;Curb weight;1600.0;Fuel efficiency;24.0
Engine size;2.2;Curb weight;1300.0;Fuel efficiency;23.0
Engine size;3.0;Curb weight;1400.0;Fuel efficiency;20.0
Engine size;2.0;Curb weight;1500.0;Fuel efficiency;25.0
Engine size;1.6;Curb weight;1700.0;Fuel efficiency;22.0
Engine size;1.5;Curb weight;1600.0;Fuel efficiency;23.0
Engine size;2.4;Curb weight;1300.0;Fuel efficiency;24.0
Engine size;2.6;Curb weight;1400.0;Fuel efficiency;21.0
Engine size;2.0;Curb weight;1400.0;Fuel efficiency;25.0
Engine size;2.5;Curb weight;1500.0;Fuel efficiency;22.0
Engine size;1.4;Curb weight;1600.0;Fuel efficiency;23.0
Engine size;1.8;Curb weight;1400.0;Fuel efficiency;24.0
Engine size;2.2;Curb weight;1300.0;Fuel efficiency;24.0
Engine size;2.0;Curb weight;1400.0;Fuel efficiency;25.0
Engine size;2.6;Curb weight;1500.0;Fuel efficiency;21.0
Engine size;2.4;Curb weight;1400.0;Fuel efficiency;23.0
Engine size;1.8;Curb weight;1500.0;Fuel efficiency;24.0
Engine size;2.0;Curb weight;1400.0;Fuel efficiency;25.0
Cooking time;30.0;Ingredient count;5.0;Taste rating;8.0
Cooking time;45.0;Ingredient count;6.0;Taste rating;7.0
Cooking time;25.0;Ingredient count;4.0;Taste rating;9.0
Cooking time;40.0;Ingredient count;5.0;Taste rating;7.0
Cooking time;60.0;Ingredient count;7.0;Taste rating;6.0
Cooking time;30.0;Ingredient count;5.0;Taste rating;8.0
Cooking time;20.0;Ingredient count;3.0;Taste rating;9.0
Cooking time;35.0;Ingredient count;4.0;Taste rating;8.0
Cooking time;40.0;Ingredient count;6.0;Taste rating;7.0
Cooking time;50.0;Ingredient count;7.0;Taste rating;6.0
Cooking time;35.0;Ingredient count;5.0;Taste rating;8.0
Cooking time;25.0;Ingredient count;4.0;Taste rating;9.0
Cooking time;25.0;Ingredient count;4.0;Taste rating;9.0
Cooking time;30.0;Ingredient count;5.0;Taste rating;8.0
Cooking time;50.0;Ingredient count;8.0;Taste rating;5.0
Cooking time;40.0;Ingredient count;6.0;Taste rating;7.0
Cooking time;30.0;Ingredient count;5.0;Taste rating;8.0
Cooking time;20.0;Ingredient count;3.0;Taste rating;9.0
Cooking time;45.0;Ingredient count;6.0;Taste rating;7.0
Cooking time;55.0;Ingredient count;7.0;Taste rating;6.0
Study hours;5.0;Course difficulty;3.0;Exam score;75.0
Study hours;4.0;Course difficulty;2.0;Exam score;80.0
Study hours;6.0;Course difficulty;4.0;Exam score;70.0
Study hours;5.0;Course difficulty;3.0;Exam score;75.0
Study hours;3.0;Course difficulty;2.0;Exam score;85.0
Study hours;4.0;Course difficulty;3.0;Exam score;80.0
Study hours;4.0;Course difficulty;3.0;Exam score;78.0
Study hours;5.0;Course difficulty;4.0;Exam score;73.0
Study hours;7.0;Course difficulty;5.0;Exam score;65.0
Study hours;6.0;Course difficulty;4.0;Exam score;70.0
Study hours;5.0;Course difficulty;2.0;Exam score;82.0
Study hours;4.0;Course difficulty;3.0;Exam score;78.0
Study hours;6.0;Course difficulty;3.0;Exam score;76.0
Study hours;5.0;Course difficulty;2.0;Exam score;80.0
Study hours;4.0;Course difficulty;4.0;Exam score;72.0
Study hours;3.0;Course difficulty;3.0;Exam score;76.0
Study hours;5.0;Course difficulty;3.0;Exam score;75.0
Study hours;6.0;Course difficulty;4.0;Exam score;70.0
Study hours;3.0;Course difficulty;3.0;Exam score;77.0
Study hours;4.0;Course difficulty;2.0;Exam score;82.0
Room size;100.0;Window count;3.0;Natural light;7.0
Room size;120.0;Window count;2.0;Natural light;6.0
Room size;80.0;Window count;2.0;Natural light;6.0
Room size;100.0;Window count;3.0;Natural light;7.0
Room size;150.0;Window count;4.0;Natural light;8.0
Room size;130.0;Window count;3.0;Natural light;7.0
Room size;90.0;Window count;1.0;Natural light;5.0
Room size;110.0;Window count;2.0;Natural light;6.0
Room size;120.0;Window count;3.0;Natural light;7.0
Room size;140.0;Window count;2.0;Natural light;6.0
Room size;110.0;Window count;2.0;Natural light;6.0
Room size;100.0;Window count;3.0;Natural light;7.0
Room size;130.0;Window count;3.0;Natural light;7.0
Room size;150.0;Window count;4.0;Natural light;8.0
Room size;100.0;Window count;3.0;Natural light;7.0
Room size;90.0;Window count;1.0;Natural light;5.0
Room size;140.0;Window count;2.0;Natural light;6.0
Room size;120.0;Window count;3.0;Natural light;7.0
Room size;120.0;Window count;3.0;Natural light;7.0
Room size;110.0;Window count;2.0;Natural light;6.0
Exercise duration;30.0;Intensity level;5.0;Weight loss;1.5
Exercise duration;45.0;Intensity level;4.0;Weight loss;1.2
Exercise duration;40.0;Intensity level;6.0;Weight loss;1.8
Exercise duration;30.0;Intensity level;5.0;Weight loss;1.5
Exercise duration;60.0;Intensity level;7.0;Weight loss;2.2
Exercise duration;40.0;Intensity level;6.0;Weight loss;1.8
Exercise duration;20.0;Intensity level;3.0;Weight loss;0.8
Exercise duration;30.0;Intensity level;4.0;Weight loss;1.2
Exercise duration;50.0;Intensity level;5.0;Weight loss;1.7
Exercise duration;40.0;Intensity level;6.0;Weight loss;1.8
Exercise duration;30.0;Intensity level;4.0;Weight loss;1.2
Exercise duration;45.0;Intensity level;5.0;Weight loss;1.5
Exercise duration;40.0;Intensity level;6.0;Weight loss;1.8
Exercise duration;50.0;Intensity level;7.0;Weight loss;2.0
Exercise duration;25.0;Intensity level;4.0;Weight loss;1.0
Exercise duration;35.0;Intensity level;5.0;Weight loss;1.4
Exercise duration;45.0;Intensity level;5.0;Weight loss;1.6
Exercise duration;30.0;Intensity level;4.0;Weight loss;1.2
Exercise duration;30.0;Intensity level;5.0;Weight loss;1.5
Exercise duration;40.0;Intensity level;6.0;Weight loss;1.8
Coffee strength;4.0;Bean quality;7.0;Taste score;8.0
