Feature 1 name;Feature 1 value;Feature 2 name;Feature 2 value;Target name;Target value
Distance (km);10.0;Time (minutes);60;Speed (km/h);10.0
Distance (km);20.0;Time (minutes);60;Speed (km/h);20.0
Distance (km);15.0;Time (minutes);45;Speed (km/h);20.0
Distance (km);30.0;Time (minutes);60;Speed (km/h);30.0
Distance (km);5.0;Time (minutes);30;Speed (km/h);10.0
Distance (km);10.0;Time (minutes);30;Speed (km/h);20.0
Distance (km);20.0;Time (minutes);60;Speed (km/h);20.0
Distance (km);10.0;Time (minutes);60;Speed (km/h);10.0
Distance (km);30.0;Time (minutes);60;Speed (km/h);30.0
Distance (km);15.0;Time (minutes);45;Speed (km/h);20.0
Distance (km);10.0;Time (minutes);60;Speed (km/h);10.0
Distance (km);5.0;Time (minutes);30;Speed (km/h);10.0
Distance (km);15.0;Time (minutes);45;Speed (km/h);20.0
Distance (km);20.0;Time (minutes);60;Speed (km/h);20.0
Distance (km);30.0;Time (minutes);60;Speed (km/h);30.0
Distance (km);10.0;Time (minutes);30;Speed (km/h);20.0
Distance (km);20.0;Time (minutes);60;Speed (km/h);20.0
Distance (km);30.0;Time (minutes);60;Speed (km/h);30.0
Distance (km);5.0;Time (minutes);30;Speed (km/h);10.0
Distance (km);15.0;Time (minutes);45;Speed (km/h);20.0
Price (€);10.0;Weight (g);100;Price per gram (€/g);0.1
Price (€);15.0;Weight (g);150;Price per gram (€/g);0.1
Price (€);12.0;Weight (g);120;Price per gram (€/g);0.1
Price (€);18.0;Weight (g);180;Price per gram (€/g);0.1
Price (€);8.0;Weight (g);80;Price per gram (€/g);0.1
Price (€);12.0;Weight (g);120;Price per gram (€/g);0.1
Price (€);15.0;Weight (g);150;Price per gram (€/g);0.1
Price (€);10.0;Weight (g);100;Price per gram (€/g);0.1
Price (€);18.0;Weight (g);180;Price per gram (€/g);0.1
Price (€);12.0;Weight (g);120;Price per gram (€/g);0.1
Price (€);10.0;Weight (g);100;Price per gram (€/g);0.1
Price (€);8.0;Weight (g);80;Price per gram (€/g);0.1
Price (€);12.0;Weight (g);120;Price per gram (€/g);0.1
Price (€);15.0;Weight (g);150;Price per gram (€/g);0.1
Price (€);18.0;Weight (g);180;Price per gram (€/g);0.1
Price (€);8.0;Weight (g);80;Price per gram (€/g);0.1
Price (€);15.0;Weight (g);150;Price per gram (€/g);0.1
Price (€);12.0;Weight (g);120;Price per gram (€/g);0.1
Price (€);10.0;Weight (g);100;Price per gram (€/g);0.1
Price (€);18.0;Weight (g);180;Price per gram (€/g);0.1
Age (years);40.0;Exercise (hours/week);5;Risk of heart disease (1-10);3.0
Age (years);50.0;Exercise (hours/week);3;Risk of heart disease (1-10);5.0
Age (years);60.0;Exercise (hours/week);2;Risk of heart disease (1-10);6.0
Age (years);70.0;Exercise (hours/week);1;Risk of heart disease (1-10);7.0
Age (years);30.0;Exercise (hours/week);7;Risk of heart disease (1-10);2.0
Age (years);40.0;Exercise (hours/week);5;Risk of heart disease (1-10);3.0
Age (years);50.0;Exercise (hours/week);3;Risk of heart disease (1-10);5.0
Age (years);40.0;Exercise (hours/week);5;Risk of heart disease (1-10);3.0
Age (years);70.0;Exercise (hours/week);1;Risk of heart disease (1-10);7.0
Age (years);60.0;Exercise (hours/week);2;Risk of heart disease (1-10);6.0
Age (years);40.0;Exercise (hours/week);5;Risk of heart disease (1-10);3.0
Age (years);30.0;Exercise (hours/week);7;Risk of heart disease (1-10);2.0
Age (years);50.0;Exercise (hours/week);3;Risk of heart disease (1-10);5.0
Age (years);70.0;Exercise (hours/week);1;Risk of heart disease (1-10);7.0
Age (years);60.0;Exercise (hours/week);2;Risk of heart disease (1-10);6.0
Age (years);50.0;Exercise (hours/week);3;Risk of heart disease (1-10);5.0
Age (years);70.0;Exercise (hours/week);1;Risk of heart disease (1-10);7.0
Age (years);40.0;Exercise (hours/week);5;Risk of heart disease (1-10);3.0
Age (years);30.0;Exercise (hours/week);7;Risk of heart disease (1-10);2.0
Age (years);60.0;Exercise (hours/week);2;Risk of heart disease (1-10);6.0
Number of bedrooms;3.0;House size (m²);80;Price (€);200000.0
Number of bedrooms;4.0;House size (m²);90;Price (€);250000.0
Number of bedrooms;4.0;House size (m²);90;Price (€);250000.0
Number of bedrooms;5.0;House size (m²);100;Price (€);300000.0
Number of bedrooms;2.0;House size (m²);70;Price (€);150000.0
Number of bedrooms;3.0;House size (m²);80;Price (€);200000.0
Number of bedrooms;5.0;House size (m²);100;Price (€);300000.0
Number of bedrooms;4.0;House size (m²);90;Price (€);250000.0
Number of bedrooms;4.0;House size (m²);90;Price (€);250000.0
Number of bedrooms;3.0;House size (m²);80;Price (€);200000.0
Number of bedrooms;3.0;House size (m²);80;Price (€);200000.0
Number of bedrooms;2.0;House size (m²);70;Price (€);150000.0
Number of bedrooms;5.0;House size (m²);100;Price (€);300000.0
Number of bedrooms;4.0;House size (m²);90;Price (€);250000.0
Number of bedrooms;4.0;House size (m²);90;Price (€);250000.0
Number of bedrooms;5.0;House size (m²);100;Price (€);300000.0
Number of bedrooms;2.0;House size (m²);70;Price (€);150000.0
Number of bedrooms;4.0;House size (m²);90;Price (€);250000.0
Number of bedrooms;3.0;House size (m²);80;Price (€);200000.0
Number of bedrooms;5.0;House size (m²);100;Price (€);300000.0
Age (years);30.0;Distance from city (km);10;Commute time (minutes);20.0
Age (years);40.0;Distance from city (km);15;Commute time (minutes);25.0
Age (years);40.0;Distance from city (km);15;Commute time (minutes);25.0
Age (years);50.0;Distance from city (km);20;Commute time (minutes);30.0
Age (years);25.0;Distance from city (km);5;Commute time (minutes);10.0
Age (years);30.0;Distance from city (km);10;Commute time (minutes);20.0
Age (years);50.0;Distance from city (km);20;Commute time (minutes);30.0
Age (years);40.0;Distance from city (km);15;Commute time (minutes);25.0
Age (years);30.0;Distance from city (km);10;Commute time (minutes);20.0
Age (years);25.0;Distance from city (km);5;Commute time (minutes);10.0
Age (years);40.0;Distance from city (km);15;Commute time (minutes);25.0
Age (years);50.0;Distance from city (km);20;Commute time (minutes);30.0
Age (years);25.0;Distance from city (km);5;Commute time (minutes);10.0
Age (years);40.0;Distance from city (km);15;Commute time (minutes);25.0
Age (years);50.0;Distance from city (km);20;Commute time (minutes);30.0
Age (years);30.0;Distance from city (km);10;Commute time (minutes);20.0
Age (years);30.0;Distance from city (km);10;Commute time (minutes);20.0
Age (years);50.0;Distance from city (km);20;Commute time (minutes);30.0
Age (years);40.0;Distance from city (km);15;Commute time (minutes);25.0
Age (years);25.0;Distance from city (km);5;Commute time (minutes);10.0
Age (years);30.0;Exercise (hours/week);7;Fitness level (1-10);8.0
Age (years);40.0;Exercise (hours/week);5;Fitness level (1-10);7.0
Age (years);40.0;Exercise (hours/week);5;Fitness level (1-10);7.0
Age (years);50.0;Exercise (hours/week);3;Fitness level (1-10);6.0
Age (years);25.0;Exercise (hours/week);10;Fitness level (1-10);9.0
Age (years);30.0;Exercise (hours/week);7;Fitness level (1-10);8.0
Age (years);50.0;Exercise (hours/week);3;Fitness level (1-10);6.0
Age (years);40.0;Exercise (hours/week);5;Fitness level (1-10);7.0
Age (years);30.0;Exercise (hours/week);7;Fitness level (1-10);8.0
Age (years);25.0;Exercise (hours/week);10;Fitness level (1-10);9.0
Age (years);40.0;Exercise (hours/week);5;Fitness level (1-10);7.0
Age (years);50.0;Exercise (hours/week);3;Fitness level (1-10);6.0
Age (years);25.0;Exercise (hours/week);10;Fitness level (1-10);9.0
Age (years);40.0;Exercise (hours/week);5;Fitness level (1-10);7.0
Age (years);50.0;Exercise (hours/week);3;Fitness level (1-10);6.0
Age (years);30.0;Exercise (hours/week);7;Fitness level (1-10);8.0
Age (years);40.0;Exercise (hours/week);5;Fitness level (1-10);7.0
Age (years);25.0;Exercise (hours/week);10;Fitness level (1-10);9.0
Age (years);30.0;Exercise (hours/week);7;Fitness level (1-10);8.0
Age (years);50.0;Exercise (hours/week);3;Fitness level (1-10);6.0
Number of pages;100.0;Font size;12;Reading time (minutes);20.0
Number of pages;200.0;Font size;10;Reading time (minutes);30.0
Number of pages;200.0;Font size;10;Reading time (minutes);30.0
Number of pages;300.0;Font size;8;Reading time (minutes);40.0
Number of pages;50.0;Font size;14;Reading time (minutes);10.0
Number of pages;100.0;Font size;12;Reading time (minutes);20.0
Number of pages;300.0;Font size;8;Reading time (minutes);40.0
Number of pages;200.0;Font size;10;Reading time (minutes);30.0
Number of pages;100.0;Font size;12;Reading time (minutes);20.0
Number of pages;50.0;Font size;14;Reading time (minutes);10.0
Number of pages;200.0;Font size;10;Reading time (minutes);30.0
Number of pages;300.0;Font size;8;Reading time (minutes);40.0
Number of pages;50.0;Font size;14;Reading time (minutes);10.0
Number of pages;200.0;Font size;10;Reading time (minutes);30.0
Number of pages;300.0;Font size;8;Reading time (minutes);40.0
Number of pages;100.0;Font size;12;Reading time (minutes);20.0
Number of pages;200.0;Font size;10;Reading time (minutes);30.0
Number of pages;50.0;Font size;14;Reading time (minutes);10.0
Number of pages;100.0;Font size;12;Reading time (minutes);20.0
Number of pages;300.0;Font size;8;Reading time (minutes);40.0
Age (years);20.0;Screen time (hours/day);4;Eye strain (1-10);3.0
Age (years);30.0;Screen time (hours/day);6;Eye strain (1-10);5.0
Age (years);30.0;Screen time (hours/day);6;Eye strain (1-10);5.0
Age (years);40.0;Screen time (hours/day);8;Eye strain (1-10);7.0
Age (years);15.0;Screen time (hours/day);2;Eye strain (1-10);2.0
Age (years);20.0;Screen time (hours/day);4;Eye strain (1-10);3.0
Age (years);40.0;Screen time (hours/day);8;Eye strain (1-10);7.0
Age (years);30.0;Screen time (hours/day);6;Eye strain (1-10);5.0
Age (years);20.0;Screen time (hours/day);4;Eye strain (1-10);3.0
Age (years);15.0;Screen time (hours/day);2;Eye strain (1-10);2.0
Age (years);30.0;Screen time (hours/day);6;Eye strain (1-10);5.0
Age (years);40.0;Screen time (hours/day);8;Eye strain (1-10);7.0
Age (years);15.0;Screen time (hours/day);2;Eye strain (1-10);2.0
Age (years);30.0;Screen time (hours/day);6;Eye strain (1-10);5.0
Age (years);40.0;Screen time (hours/day);8;Eye strain (1-10);7.0
Age (years);20.0;Screen time (hours/day);4;Eye strain (1-10);3.0
Age (years);30.0;Screen time (hours/day);6;Eye strain (1-10);5.0
Age (years);15.0;Screen time (hours/day);2;Eye strain (1-10);2.0
Age (years);20.0;Screen time (hours/day);4;Eye strain (1-10);3.0
Age (years);40.0;Screen time (hours/day);8;Eye strain (1-10);7.0
Car Horsepower;200.0;Car Weight;2000.0;Car Speed;100.0
Car Horsepower;250.0;Car Weight;2500.0;Car Speed;120.0
Car Horsepower;180.0;Car Weight;1900.0;Car Speed;95.0
Car Horsepower;220.0;Car Weight;2400.0;Car Speed;110.0
Car Horsepower;150.0;Car Weight;1800.0;Car Speed;85.0
Car Horsepower;200.0;Car Weight;2300.0;Car Speed;100.0
Car Horsepower;160.0;Car Weight;2100.0;Car Speed;80.0
Car Horsepower;240.0;Car Weight;2600.0;Car Speed;115.0
Car Horsepower;170.0;Car Weight;2000.0;Car Speed;90.0
Car Horsepower;230.0;Car Weight;2500.0;Car Speed;110.0
Car Horsepower;190.0;Car Weight;1950.0;Car Speed;98.0
Car Horsepower;210.0;Car Weight;2450.0;Car Speed;105.0
Car Horsepower;140.0;Car Weight;2200.0;Car Speed;75.0
Car Horsepower;180.0;Car Weight;2700.0;Car Speed;90.0
Car Horsepower;210.0;Car Weight;2100.0;Car Speed;105.0
Car Horsepower;260.0;Car Weight;2600.0;Car Speed;125.0
Car Horsepower;130.0;Car Weight;2300.0;Car Speed;70.0
Car Horsepower;190.0;Car Weight;2800.0;Car Speed;95.0
Car Horsepower;220.0;Car Weight;2000.0;Car Speed;110.0
Car Horsepower;270.0;Car Weight;2500.0;Car Speed;130.0
Book Length;300.0;Book Rating;4.5;Book Enjoyment;8.0
Book Length;400.0;Book Rating;4.2;Book Enjoyment;9.0
Book Length;250.0;Book Rating;4.0;Book Enjoyment;7.0
Book Length;350.0;Book Rating;3.8;Book Enjoyment;8.0
Book Length;200.0;Book Rating;4.7;Book Enjoyment;8.0
Book Length;300.0;Book Rating;4.4;Book Enjoyment;9.0
Book Length;350.0;Book Rating;3.9;Book Enjoyment;7.0
Book Length;450.0;Book Rating;3.6;Book Enjoyment;8.0
Book Length;280.0;Book Rating;4.6;Book Enjoyment;8.0
Book Length;380.0;Book Rating;4.3;Book Enjoyment;9.0
Book Length;220.0;Book Rating;4.8;Book Enjoyment;8.0
Book Length;320.0;Book Rating;4.5;Book Enjoyment;9.0
Book Length;180.0;Book Rating;4.9;Book Enjoyment;8.0
Book Length;280.0;Book Rating;4.6;Book Enjoyment;9.0
Book Length;320.0;Book Rating;4.1;Book Enjoyment;7.0
Book Length;420.0;Book Rating;3.9;Book Enjoyment;8.0
Book Length;260.0;Book Rating;4.7;Book Enjoyment;8.0
Book Length;360.0;Book Rating;4.4;Book Enjoyment;9.0
Book Length;240.0;Book Rating;4.3;Book Enjoyment;7.0
Book Length;340.0;Book Rating;4.0;Book Enjoyment;8.0
Phone Battery Capacity;4000.0;Phone Weight;180.0;Phone Usage Time;12.0
Phone Battery Capacity;5000.0;Phone Weight;200.0;Phone Usage Time;14.0
Phone Battery Capacity;3500.0;Phone Weight;170.0;Phone Usage Time;10.0
Phone Battery Capacity;4500.0;Phone Weight;190.0;Phone Usage Time;13.0
Phone Battery Capacity;3000.0;Phone Weight;160.0;Phone Usage Time;9.0
Phone Battery Capacity;4000.0;Phone Weight;180.0;Phone Usage Time;12.0
Phone Battery Capacity;4500.0;Phone Weight;210.0;Phone Usage Time;13.0
Phone Battery Capacity;5500.0;Phone Weight;230.0;Phone Usage Time;15.0
Phone Battery Capacity;3800.0;Phone Weight;190.0;Phone Usage Time;11.0
Phone Battery Capacity;4800.0;Phone Weight;210.0;Phone Usage Time;13.0
Phone Battery Capacity;3200.0;Phone Weight;175.0;Phone Usage Time;10.0
Phone Battery Capacity;4200.0;Phone Weight;195.0;Phone Usage Time;12.0
Phone Battery Capacity;3600.0;Phone Weight;185.0;Phone Usage Time;11.0
Phone Battery Capacity;4600.0;Phone Weight;205.0;Phone Usage Time;13.0
Phone Battery Capacity;3900.0;Phone Weight;195.0;Phone Usage Time;12.0
Phone Battery Capacity;4900.0;Phone Weight;215.0;Phone Usage Time;14.0
Phone Battery Capacity;3100.0;Phone Weight;165.0;Phone Usage Time;9.0
Phone Battery Capacity;4100.0;Phone Weight;185.0;Phone Usage Time;12.0
Phone Battery Capacity;3700.0;Phone Weight;180.0;Phone Usage Time;11.0
Phone Battery Capacity;4700.0;Phone Weight;200.0;Phone Usage Time;13.0
Coffee Caffeine Content;100.0;Coffee Price;3.0;Coffee Energy Boost;7.0
Coffee Caffeine Content;120.0;Coffee Price;4.0;Coffee Energy Boost;8.0
Coffee Caffeine Content;80.0;Coffee Price;2.0;Coffee Energy Boost;6.0
Coffee Caffeine Content;100.0;Coffee Price;3.0;Coffee Energy Boost;7.0
Coffee Caffeine Content;90.0;Coffee Price;2.5;Coffee Energy Boost;6.0
Coffee Caffeine Content;110.0;Coffee Price;3.5;Coffee Energy Boost;7.0
Coffee Caffeine Content;70.0;Coffee Price;2.0;Coffee Energy Boost;5.0
Coffee Caffeine Content;90.0;Coffee Price;3.0;Coffee Energy Boost;6.0
Coffee Caffeine Content;110.0;Coffee Price;3.5;Coffee Energy Boost;7.0
Coffee Caffeine Content;130.0;Coffee Price;4.5;Coffee Energy Boost;8.0
Coffee Caffeine Content;60.0;Coffee Price;1.5;Coffee Energy Boost;4.0
Coffee Caffeine Content;80.0;Coffee Price;2.5;Coffee Energy Boost;5.0
Coffee Caffeine Content;120.0;Coffee Price;4.0;Coffee Energy Boost;7.0
Coffee Caffeine Content;140.0;Coffee Price;5.0;Coffee Energy Boost;8.0
Coffee Caffeine Content;100.0;Coffee Price;3.0;Coffee Energy Boost;6.0
Coffee Caffeine Content;120.0;Coffee Price;4.0;Coffee Energy Boost;7.0
Coffee Caffeine Content;85.0;Coffee Price;2.5;Coffee Energy Boost;5.0
Coffee Caffeine Content;105.0;Coffee Price;3.5;Coffee Energy Boost;6.0
Coffee Caffeine Content;95.0;Coffee Price;3.0;Coffee Energy Boost;6.0
Coffee Caffeine Content;115.0;Coffee Price;4.0;Coffee Energy Boost;7.0
Pizza Size;12.0;Pizza Toppings;5.0;Pizza Satisfaction;8.0
Pizza Size;14.0;Pizza Toppings;6.0;Pizza Satisfaction;9.0
Pizza Size;10.0;Pizza Toppings;4.0;Pizza Satisfaction;7.0
Pizza Size;12.0;Pizza Toppings;5.0;Pizza Satisfaction;8.0
Pizza Size;14.0;Pizza Toppings;6.0;Pizza Satisfaction;9.0
Pizza Size;16.0;Pizza Toppings;7.0;Pizza Satisfaction;10.0
Pizza Size;11.0;Pizza Toppings;3.0;Pizza Satisfaction;6.0
Pizza Size;13.0;Pizza Toppings;4.0;Pizza Satisfaction;7.0
Pizza Size;13.0;Pizza Toppings;5.0;Pizza Satisfaction;8.0
Pizza Size;15.0;Pizza Toppings;6.0;Pizza Satisfaction;9.0
Pizza Size;9.0;Pizza Toppings;2.0;Pizza Satisfaction;5.0
Pizza Size;11.0;Pizza Toppings;3.0;Pizza Satisfaction;6.0
Pizza Size;15.0;Pizza Toppings;7.0;Pizza Satisfaction;9.0
Pizza Size;17.0;Pizza Toppings;8.0;Pizza Satisfaction;10.0
Pizza Size;12.0;Pizza Toppings;4.0;Pizza Satisfaction;7.0
Pizza Size;14.0;Pizza Toppings;5.0;Pizza Satisfaction;8.0
Pizza Size;10.0;Pizza Toppings;3.0;Pizza Satisfaction;6.0
Pizza Size;12.0;Pizza Toppings;4.0;Pizza Satisfaction;7.0
Pizza Size;14.0;Pizza Toppings;6.0;Pizza Satisfaction;8.0
Pizza Size;16.0;Pizza Toppings;7.0;Pizza Satisfaction;9.0
Dog Weight;30.0;Dog Age;2.0;Dog Energy Level;7.0
Dog Weight;40.0;Dog Age;3.0;Dog Energy Level;6.0
Dog Weight;25.0;Dog Age;1.0;Dog Energy Level;8.0
Dog Weight;35.0;Dog Age;2.0;Dog Energy Level;7.0
Dog Weight;35.0;Dog Age;3.0;Dog Energy Level;6.0
Dog Weight;45.0;Dog Age;4.0;Dog Energy Level;5.0
Dog Weight;20.0;Dog Age;1.0;Dog Energy Level;9.0
Dog Weight;30.0;Dog Age;2.0;Dog Energy Level;8.0
Dog Weight;40.0;Dog Age;4.0;Dog Energy Level;5.0
Dog Weight;50.0;Dog Age;5.0;Dog Energy Level;4.0
Dog Weight;30.0;Dog Age;2.0;Dog Energy Level;7.0
Dog Weight;40.0;Dog Age;3.0;Dog Energy Level;6.0
Dog Weight;25.0;Dog Age;1.0;Dog Energy Level;8.0
Dog Weight;35.0;Dog Age;2.0;Dog Energy Level;7.0
Dog Weight;35.0;Dog Age;3.0;Dog Energy Level;6.0
Dog Weight;45.0;Dog Age;4.0;Dog Energy Level;5.0
Dog Weight;20.0;Dog Age;1.0;Dog Energy Level;9.0
Dog Weight;30.0;Dog Age;2.0;Dog Energy Level;8.0
Dog Weight;40.0;Dog Age;4.0;Dog Energy Level;5.0
Dog Weight;50.0;Dog Age;5.0;Dog Energy Level;4.0
Exercise Duration;30.0;Exercise Intensity;6.0;Exercise Burn;300.0
Exercise Duration;40.0;Exercise Intensity;7.0;Exercise Burn;350.0
Exercise Duration;25.0;Exercise Intensity;5.0;Exercise Burn;250.0
Exercise Duration;35.0;Exercise Intensity;6.0;Exercise Burn;300.0
Exercise Duration;40.0;Exercise Intensity;7.0;Exercise Burn;350.0
Exercise Duration;50.0;Exercise Intensity;8.0;Exercise Burn;400.0
Exercise Duration;20.0;Exercise Intensity;4.0;Exercise Burn;200.0
Exercise Duration;30.0;Exercise Intensity;5.0;Exercise Burn;250.0
Exercise Duration;35.0;Exercise Intensity;6.0;Exercise Burn;300.0
Exercise Duration;45.0;Exercise Intensity;7.0;Exercise Burn;350.0
Exercise Duration;28.0;Exercise Intensity;5.0;Exercise Burn;250.0
Exercise Duration;38.0;Exercise Intensity;6.0;Exercise Burn;300.0
Exercise Duration;32.0;Exercise Intensity;6.0;Exercise Burn;300.0
Exercise Duration;42.0;Exercise Intensity;7.0;Exercise Burn;350.0
Exercise Duration;27.0;Exercise Intensity;5.0;Exercise Burn;250.0
Exercise Duration;37.0;Exercise Intensity;6.0;Exercise Burn;300.0
Exercise Duration;31.0;Exercise Intensity;6.0;Exercise Burn;300.0
Exercise Duration;41.0;Exercise Intensity;7.0;Exercise Burn;350.0
Exercise Duration;29.0;Exercise Intensity;5.0;Exercise Burn;250.0
Exercise Duration;39.0;Exercise Intensity;6.0;Exercise Burn;300.0
Movie Length;120.0;Movie Rating;8.0;Movie Enjoyment;9.0
Movie Length;150.0;Movie Rating;7.0;Movie Enjoyment;8.0
Movie Length;90.0;Movie Rating;7.0;Movie Enjoyment;8.0
Movie Length;120.0;Movie Rating;6.0;Movie Enjoyment;7.0
Movie Length;130.0;Movie Rating;9.0;Movie Enjoyment;9.0
Movie Length;160.0;Movie Rating;8.0;Movie Enjoyment;8.0
Movie Length;100.0;Movie Rating;6.0;Movie Enjoyment;7.0
Movie Length;130.0;Movie Rating;5.0;Movie Enjoyment;6.0
Movie Length;110.0;Movie Rating;8.0;Movie Enjoyment;8.0
Movie Length;140.0;Movie Rating;7.0;Movie Enjoyment;7.0
Movie Length;80.0;Movie Rating;5.0;Movie Enjoyment;6.0
Movie Length;110.0;Movie Rating;4.0;Movie Enjoyment;5.0
Movie Length;140.0;Movie Rating;7.0;Movie Enjoyment;8.0
Movie Length;170.0;Movie Rating;6.0;Movie Enjoyment;7.0
Movie Length;100.0;Movie Rating;7.0;Movie Enjoyment;7.0
Movie Length;130.0;Movie Rating;6.0;Movie Enjoyment;6.0
Movie Length;120.0;Movie Rating;8.0;Movie Enjoyment;8.0
Movie Length;150.0;Movie Rating;7.0;Movie Enjoyment;7.0
Movie Length;90.0;Movie Rating;6.0;Movie Enjoyment;6.0
Movie Length;120.0;Movie Rating;5.0;Movie Enjoyment;5.0
Restaurant Price;20.0;Restaurant Rating;4.5;Restaurant Satisfaction;8.0
Restaurant Price;30.0;Restaurant Rating;4.0;Restaurant Satisfaction;7.0
Restaurant Price;15.0;Restaurant Rating;4.0;Restaurant Satisfaction;7.0
Restaurant Price;25.0;Restaurant Rating;3.5;Restaurant Satisfaction;6.0
Restaurant Price;25.0;Restaurant Rating;4.7;Restaurant Satisfaction;8.0
Restaurant Price;35.0;Restaurant Rating;4.2;Restaurant Satisfaction;7.0
Restaurant Price;10.0;Restaurant Rating;3.5;Restaurant Satisfaction;6.0
Restaurant Price;20.0;Restaurant Rating;3.0;Restaurant Satisfaction;5.0
Restaurant Price;30.0;Restaurant Rating;4.3;Restaurant Satisfaction;7.0
Restaurant Price;40.0;Restaurant Rating;3.8;Restaurant Satisfaction;6.0
Restaurant Price;18.0;Restaurant Rating;4.2;Restaurant Satisfaction;7.0
Restaurant Price;28.0;Restaurant Rating;3.7;Restaurant Satisfaction;6.0
Restaurant Price;22.0;Restaurant Rating;4.6;Restaurant Satisfaction;8.0
Restaurant Price;32.0;Restaurant Rating;4.1;Restaurant Satisfaction;7.0
Restaurant Price;16.0;Restaurant Rating;3.9;Restaurant Satisfaction;6.0
Restaurant Price;26.0;Restaurant Rating;3.4;Restaurant Satisfaction;5.0
Restaurant Price;24.0;Restaurant Rating;4.4;Restaurant Satisfaction;7.0
Restaurant Price;34.0;Restaurant Rating;3.9;Restaurant Satisfaction;6.0
Restaurant Price;12.0;Restaurant Rating;3.7;Restaurant Satisfaction;5.0
Restaurant Price;22.0;Restaurant Rating;3.2;Restaurant Satisfaction;4.0
Airplane Speed;500.0;Airplane Fuel Efficiency;25.0;Airplane Travel Time;10.0
Airplane Speed;600.0;Airplane Fuel Efficiency;20.0;Airplane Travel Time;9.0
Airplane Speed;450.0;Airplane Fuel Efficiency;30.0;Airplane Travel Time;11.0
Airplane Speed;550.0;Airplane Fuel Efficiency;25.0;Airplane Travel Time;10.0
Airplane Speed;550.0;Airplane Fuel Efficiency;20.0;Airplane Travel Time;9.0
Airplane Speed;650.0;Airplane Fuel Efficiency;15.0;Airplane Travel Time;8.0
Airplane Speed;400.0;Airplane Fuel Efficiency;35.0;Airplane Travel Time;12.0
Airplane Speed;500.0;Airplane Fuel Efficiency;30.0;Airplane Travel Time;11.0
Airplane Speed;520.0;Airplane Fuel Efficiency;22.0;Airplane Travel Time;10.0
Airplane Speed;620.0;Airplane Fuel Efficiency;17.0;Airplane Travel Time;9.0
Airplane Speed;480.0;Airplane Fuel Efficiency;28.0;Airplane Travel Time;11.0
Airplane Speed;580.0;Airplane Fuel Efficiency;23.0;Airplane Travel Time;10.0
Airplane Speed;510.0;Airplane Fuel Efficiency;21.0;Airplane Travel Time;10.0
Airplane Speed;610.0;Airplane Fuel Efficiency;16.0;Airplane Travel Time;9.0
Airplane Speed;430.0;Airplane Fuel Efficiency;32.0;Airplane Travel Time;12.0
Airplane Speed;530.0;Airplane Fuel Efficiency;27.0;Airplane Travel Time;11.0
Airplane Speed;470.0;Airplane Fuel Efficiency;29.0;Airplane Travel Time;11.0
Airplane Speed;570.0;Airplane Fuel Efficiency;24.0;Airplane Travel Time;10.0
Airplane Speed;530.0;Airplane Fuel Efficiency;23.0;Airplane Travel Time;10.0
Airplane Speed;630.0;Airplane Fuel Efficiency;18.0;Airplane Travel Time;9.0
Book Thickness (cm);3.0;Number of Chapters;15;Reading Time (hours);10.0
Book Thickness (cm);2.0;Number of Chapters;20;Reading Time (hours);7.0
Book Thickness (cm);4.0;Number of Chapters;12;Reading Time (hours);12.0
Book Thickness (cm);3.0;Number of Chapters;18;Reading Time (hours);9.0
Book Thickness (cm);5.0;Number of Chapters;10;Reading Time (hours);14.0
Book Thickness (cm);4.0;Number of Chapters;16;Reading Time (hours);10.0
Book Thickness (cm);6.0;Number of Chapters;14;Reading Time (hours);16.0
Book Thickness (cm);5.0;Number of Chapters;12;Reading Time (hours);12.0
Book Thickness (cm);7.0;Number of Chapters;16;Reading Time (hours);18.0
Book Thickness (cm);6.0;Number of Chapters;10;Reading Time (hours);14.0
Book Thickness (cm);8.0;Number of Chapters;18;Reading Time (hours);20.0
Book Thickness (cm);7.0;Number of Chapters;12;Reading Time (hours);16.0
Book Thickness (cm);9.0;Number of Chapters;20;Reading Time (hours);22.0
Book Thickness (cm);8.0;Number of Chapters;14;Reading Time (hours);18.0
Book Thickness (cm);10.0;Number of Chapters;22;Reading Time (hours);24.0
Book Thickness (cm);9.0;Number of Chapters;16;Reading Time (hours);20.0
Book Thickness (cm);11.0;Number of Chapters;24;Reading Time (hours);26.0
Book Thickness (cm);10.0;Number of Chapters;18;Reading Time (hours);22.0
Book Thickness (cm);12.0;Number of Chapters;26;Reading Time (hours);28.0
Book Thickness (cm);11.0;Number of Chapters;20;Reading Time (hours);24.0
Car Engine Size (L);2.0;Weight (kg);1200;Fuel Efficiency (km/L);12.0
Car Engine Size (L);3.0;Weight (kg);1300;Fuel Efficiency (km/L);10.0
Car Engine Size (L);2.5;Weight (kg);1300;Fuel Efficiency (km/L);11.0
Car Engine Size (L);3.5;Weight (kg);1400;Fuel Efficiency (km/L);9.0
Car Engine Size (L);3.0;Weight (kg);1400;Fuel Efficiency (km/L);10.0
Car Engine Size (L);4.0;Weight (kg);1500;Fuel Efficiency (km/L);8.0
Car Engine Size (L);3.5;Weight (kg);1500;Fuel Efficiency (km/L);9.0
Car Engine Size (L);4.5;Weight (kg);1600;Fuel Efficiency (km/L);7.0
Car Engine Size (L);4.0;Weight (kg);1600;Fuel Efficiency (km/L);8.0
Car Engine Size (L);5.0;Weight (kg);1700;Fuel Efficiency (km/L);6.0
