,participant,trial,task_id,feature1_name,feature2_name,target_name,feature1_value_F,feature2_value_F,feature1_value_J,feature2_value_J,target_value_F,target_value_J,answer
5678,56,78,484,TeacherExperience,StudentEnthusiasm,ExamImprovement,11.0,4.0,7.0,6.0,13.0,11.0,F
5679,56,79,3077,Employeehappiness,salary,productivity,0.88,79862.0,0.73,49832.0,0.94,0.86,J
5680,56,80,504,PolicePresence,NeighborhoodIncome,CrimeRate,0.17,0.92,0.45,0.18,0.33,0.37,F
5681,56,81,3040,Noisepollution,greenspace,lifesatisfaction,29.0,92.0,47.0,81.0,73.0,73.0,F
5682,56,82,1157,Studyhours,testanxiety,examperformance,7.2,8.5,3.4,5.7,58.9,70.3,J
5683,56,83,513,Alcohol,Impulsiveness,ViolenceRisk,92.0,9.0,44.0,18.0,61.0,54.0,F
5684,56,84,267,Inflationrate,unemploymentrate,economicgrowth,7.3,2.6,5.1,4.8,1.5,3.7,F
5685,56,85,12,Positiveaffect,resilience,wellbeingscore,0.29,0.42,0.34,0.58,0.23,0.37,J
5686,56,86,65,Nurturance,caregivingaptitude,parentingquality,0.58,0.62,0.44,0.61,0.6,0.53,F
5687,56,87,1122,Studyeffectiveness,testdifficulty,examresult,0.93,0.26,0.82,0.55,87.0,85.0,F
5688,56,88,377,Practice,coaching,sportsperformance,0.15,0.04,0.43,0.91,0.13,0.79,J
5689,56,89,835,Effort,ability,successprobability,0.81,0.36,0.41,0.63,0.51,0.49,F
5690,56,90,183,Policeforcesize,responsetimes,publicsafety,87.0,2.0,51.0,21.0,53.0,38.0,F
5691,56,91,1884,Stepswalked,Exerciseintensity,Caloriesburned,14500.0,90.0,11000.0,70.0,385.0,260.0,F
5692,56,92,739,lifebalancepolicies,productivity,employeewellbeing,51.2,39.1,67.8,62.5,47.5,66.9,J
5693,56,93,462,Population,Resources,Happiness,65.0,85.0,52.0,72.0,76.0,67.0,F
5694,56,94,87,Memorycapacity,knowledgeaccumulation,academicachievement,20.0,75.0,12.0,88.0,55.0,43.0,F
5695,56,95,1935,Exercisefrequency,Nutritionquality,Healthandwellbeing,0.23,0.97,0.82,0.86,0.48,0.92,J
5696,56,96,468,Practice,InnateTalent,MusicSkill,0.67,0.55,0.83,0.91,0.64,0.83,J
5697,56,97,891,InterestLevel,ContentDifficulty,ExamScore,0.38,0.77,0.83,0.53,66.9,77.2,J
5698,56,98,50,Patience,delayofgratification,goalperseverance,0.49,0.75,0.39,0.8,0.59,0.53,F
5699,56,99,1944,Staffcooperation,Managerapproach,Companyculture,0.83,0.62,0.32,0.94,0.75,0.51,F
5700,57,0,291,Studentpreparedness,questionrelevance,examperformance,0.15,0.83,0.29,0.47,0.43,0.42,J
5701,57,1,440,Ingredientratios,cookingmethod,foodtaste,0.63,0.42,0.72,0.14,7.88,8.44,F
5702,57,2,1278,Medicationeffectiveness,placeboeffect,treatmentoutcome,0.41,0.38,0.46,0.33,0.56,0.57,J
5703,57,3,808,Skill,practice,mastery,0.18,0.93,0.81,0.24,0.44,0.61,J
5704,57,4,193,Pollutioncontrols,airquality,publichealth,83.0,28.0,60.0,44.0,49.0,56.0,J
5705,57,5,143,Inequality,socialtensions,politicalstability,0.63,0.58,0.77,0.59,0.68,0.84,J
5706,57,6,238,Sugarintake,exerciseduration,weightchange,51.0,63.0,23.0,69.0,1.8,6.3,J
5707,57,7,608,Classattendance,studytime,coursegrade,0.75,3.2,0.7,2.5,82.0,83.0,F
5708,57,8,3,Age,coffeeconsumption,sleepquality,45.0,2.0,20.0,4.0,5.0,9.0,J
5709,57,9,257,Studytime,sleeptime,testscore,3.7,7.5,6.7,5.9,72.6,82.4,J
5710,57,10,1150,Populationdensity,diseaserate,lifeexpectancy,2000.0,0.04,100.0,0.1,75.0,58.0,J
5711,57,11,517,RehabilitationTime,DietQuality,InjuryRecoveryRate,6.6,7.4,2.7,8.9,0.85,0.79,J
5712,57,12,172,Healthcareaccess,preventativecare,hospitaladmissions,0.12,0.94,0.65,0.74,0.29,0.63,J
5713,57,13,67,Attachmentsecurity,socialsupport,wellbeinglevel,0.47,0.63,0.37,0.88,0.55,0.68,J
5714,57,14,1145,Interestrate,inflation,economicgrowth,6.3,7.1,3.8,8.6,3.7,5.9,J
5715,57,15,351,Partnershipbuilding,communityownership,projectsustainability,0.32,0.81,0.31,0.03,0.62,0.34,F
5716,57,16,475,DoctorSkill,MedicalResources,SurvivalRate,0.11,0.45,0.83,0.92,0.22,0.78,J
5717,57,17,812,Conditions,adaptation,survival,0.62,0.71,0.61,0.21,0.64,0.54,F
5718,57,18,484,TeacherExperience,StudentEnthusiasm,ExamImprovement,10.0,5.0,4.0,10.0,14.0,12.0,F
5719,57,19,487,ScreenTime,ExerciseFrequency,AttentionSpan,5.5,3.4,4.7,2.5,6.7,3.8,F
5720,57,20,1223,Medicationdose,drugsensitivity,treatmentefficacy,0.81,0.33,0.65,0.21,0.47,0.3,F
5721,57,21,1100,Accuracyofpolls,undecidedvoters,electionoutcomeprobabilities,0.73,0.05,0.59,0.11,0.85,0.67,F
5722,57,22,279,Leadershipcompetence,teamcohesion,projectsuccess,0.96,0.88,0.61,0.54,0.97,0.68,F
5723,57,23,702,Healthcareaccess,publichealthinitiatives,communitywellbeing,0.38,0.41,0.83,0.92,0.43,0.79,J
5724,57,24,2,Studyhours,IQscore,examscore,16.0,135.0,11.0,130.0,96.0,90.0,J
5725,57,25,59,Workingmemorycapacity,processingspeed,problemsolving,38.0,72.0,49.0,53.0,59.0,53.0,F
5726,57,26,1277,Employeetalent,organizationalculture,jobsatisfaction,0.38,0.67,0.52,0.73,0.49,0.68,J
5727,57,27,80,Extraversion,socialactivity,communitybelonging,0.15,0.34,0.12,0.55,0.21,0.29,J
5728,57,28,1935,Exercisefrequency,Nutritionquality,Healthandwellbeing,0.91,0.38,0.15,0.29,0.76,0.34,F
5729,57,29,918,HouseSize,Furnishings,PropertyValue,2350.0,13500.0,1250.0,7100.0,850000.0,480000.0,F
5730,57,30,138,Populationdensity,greenspaces,communitysatisfaction,2600.0,1000.0,5000.0,3500.0,79.0,95.0,F
5731,57,31,20,Curiosity,knowledgeseeking,wisdomscore,0.32,0.85,0.81,0.44,0.47,0.68,F
5732,57,32,464,Calories,Exercise,Weight,312.0,121.0,230.0,77.0,193.0,174.0,J
5733,57,33,2778,Fatcontent,calories,heartdiseaserisk,23.0,470.0,39.0,350.0,0.12,0.24,F
5734,57,34,189,Screentime,physicalactivity,childhoodobesity,4.9,3.5,6.3,1.7,0.78,0.87,J
5735,57,35,853,Effort,Ability,Performance,0.95,0.74,0.83,0.76,0.93,0.9,F
5736,57,36,931,NewsSource,MediaBias,VoterOpinion,0.44,0.22,0.91,0.13,0.55,0.83,J
5737,57,37,361,Age,education,income,39.0,12.0,29.0,17.0,77000.0,66000.0,J
5738,57,38,348,Medicalresearch,drugdevelopment,diseasecure,42.0,31.0,16.0,12.0,49.0,20.0,F
5739,57,39,277,Companytenure,workperformance,jobsatisfaction,3.0,5.0,13.0,10.0,51.0,88.0,J
5740,57,40,471,Fat,Sugar,RiskofDiabetes,19.0,12.0,27.0,16.0,22.0,34.0,F
5741,57,41,1153,Inequality,socialcohesion,crimerate,0.11,0.05,0.31,0.24,0.08,0.27,F
5742,57,42,322,Healthcareaccess,preventionfocus,communitywellbeing,0.41,0.65,0.26,0.71,0.61,0.55,F
5743,57,43,539,StudyTime,TeachingQuality,AcademicPerformance,8.3,9.3,2.6,9.7,77.1,71.4,F
5744,57,44,1767,Housesize,numberofrooms,homevalue,800.0,3.0,1500.0,4.0,220000.0,320000.0,J
5745,57,45,54,Readingamount,vocabularysize,verbalintelligence,15.0,29.0,16.0,33.0,36.0,40.0,J
5746,57,46,40,Orderliness,organizationabilities,tidinessscore,0.48,0.32,0.92,0.81,0.47,0.93,J
5747,57,47,175,Dietquality,exerciseroutine,bloodpressure,0.73,0.81,0.42,0.29,125.0,140.0,F
5748,57,48,811,Effort,guidance,improvement,0.11,0.42,0.62,0.87,0.22,0.66,J
5749,57,49,559,Crimerate,policefunding,publicsafety,0.53,0.29,0.62,0.54,0.44,0.6,F
5750,57,50,270,Practicehours,instructorquality,musicskill,8.0,10.0,4.0,3.0,26.0,10.0,F
5751,57,51,2927,Employeeproductivity,workplaceculture,companygrowth,0.52,0.63,0.34,0.27,0.65,0.37,F
5752,57,52,61,Physicalendurance,perseverance,athleticachievement,57.0,91.0,80.0,60.0,86.0,85.0,F
5753,57,53,1161,Stresslevel,copingabilities,burnoutrisk,4.8,2.1,4.6,5.9,21.7,24.3,F
5754,57,54,718,Healthcareaccess,lifestylefactors,lifeexpectancy,0.78,0.83,0.84,0.64,75.63,74.38,J
5755,57,55,183,Policeforcesize,responsetimes,publicsafety,62.0,19.0,29.0,7.0,82.0,68.0,F
5756,57,56,500,EmployeeSkill,ManagementCompetence,Profitability,42.0,86.0,76.0,59.0,56.0,68.0,F
5757,57,57,2823,Doctoravailability,preventativecare,publichealthoutcomes,0.16,0.52,0.33,0.48,0.37,0.71,J
5758,57,58,9,Empathy,agreeableness,relationshipsatisfaction,0.13,0.58,0.26,0.82,0.22,0.42,J
5759,57,59,1157,Studyhours,testanxiety,examperformance,4.7,6.3,2.3,1.4,63.2,90.1,F
5760,57,60,729,Housingaffordability,incomeinequality,homelessness,0.62,0.51,0.46,0.67,24.1,29.5,J
5761,57,61,336,Familyplanning,prenatalcare,healthybabies,0.62,0.37,0.77,0.65,0.58,0.69,J
5762,57,62,53,Peerpopularity,socialskills,leadershipcapacity,0.45,0.83,0.16,0.89,0.53,0.38,F
5763,57,63,242,Sleepduration,caffeineintake,alertness,8.3,3.1,6.3,2.9,9.2,7.9,F
5764,57,64,278,Commutedistance,flexibleschedule,work,3.6,6.4,4.5,4.3,35.3,39.2,F
5765,57,65,2763,Housesize,houselocation,houseprice,300.0,15.0,2200.0,170.0,100000.0,520000.0,J
5766,57,66,2819,Healthcareaccess,lifestylefactors,lifeexpectancy,90.0,67.0,62.0,51.0,86.0,72.0,F
5767,57,67,1987,Creativity,skills,productivity,0.32,0.87,0.85,0.66,0.52,0.86,J
5768,57,68,980,Diet,genetics,lifespan,66.0,61.0,55.0,79.0,80.0,82.0,F
5769,57,69,145,Teacherexperience,classsizes,graduationrates,2.4,21.3,14.3,25.3,65.9,87.6,J
5770,57,70,11,Jobprestige,educationlevel,lifesatisfaction,31.0,13.0,36.0,15.0,60.0,66.0,J
5771,57,71,649,Numberofemployees,officespace,productivityrating,377.0,2600.0,413.0,2700.0,94.0,95.0,J
5772,57,72,3320,Votingpercentage,campaignspending,electionresult,0.44,0.67,0.73,0.41,0.53,0.62,J
5773,57,73,695,Groupcohesion,leadership,teamproductivity,0.51,0.77,0.29,0.66,0.72,0.55,F
5774,57,74,90,Physicalattractiveness,datingsuccess,matevalue,3.6,6.4,4.9,3.2,7.5,5.8,F
5775,57,75,809,Attention,distraction,focus,0.62,0.83,0.36,0.72,0.79,0.61,J
5776,57,76,824,Effort,talent,achievement,0.74,0.65,0.85,0.63,0.72,0.81,J
5777,57,77,461,Training,Experience,Salary,19.0,20.0,8.0,15.0,100000.0,45000.0,F
5778,57,78,65,Nurturance,caregivingaptitude,parentingquality,0.55,0.51,0.72,0.67,0.53,0.7,J
5779,57,79,273,Dietquality,exerciseroutine,health&wellness,0.21,0.49,0.15,0.29,0.43,0.27,F
5780,57,80,513,Alcohol,Impulsiveness,ViolenceRisk,51.0,83.0,5.0,24.0,86.0,40.0,F
5781,57,81,449,Medicationefficacy,therapyfrequency,recoverypace,0.52,0.43,0.36,0.51,0.49,0.48,F
5782,57,82,255,Traveldistance,traveltime,tripcost,51.0,39.0,29.0,21.0,112.0,58.0,F
5783,57,83,690,Workhours,vacationtime,burnoutrisk,15.0,25.0,40.0,15.0,28.0,58.0,J
5784,57,84,685,Studyhabits,classengagement,grades,0.68,0.52,0.26,0.77,76.0,69.0,J
5785,57,85,3165,Housingsupply,populationgrowth,homecosts,0.16,0.54,0.94,0.86,0.48,0.98,F
5786,57,86,1118,Squarefootage,amenities,apartmentrentalprice,1100.0,9.0,900.0,5.0,2900.0,2500.0,F
5787,57,87,94,Drawingtalent,arttraining,creativeproductions,0.73,0.62,0.53,0.64,0.81,0.74,F
5788,57,88,244,Classattendance,studyduration,examscore,0.68,4.32,0.73,3.81,82.85,88.32,F
5789,57,89,434,Protein,fat,caloricenergy,39.0,19.0,13.0,34.0,678.0,512.0,F
5790,57,90,41,Attentiontodetail,precisionabilities,accuracylevel,0.63,0.71,0.94,0.77,0.69,0.89,J
5791,57,91,470,StudyTime,FocusLevel,ExamGrade,3.8,5.2,8.3,5.9,67.0,78.0,J
5792,57,92,433,Classattendance,studyhabits,academicachievement,0.55,0.48,0.91,0.88,0.43,0.84,J
5793,57,93,391,Caloriedeficit,activitylevel,weightloss,242.0,542.0,132.0,342.0,40.0,23.0,F
5794,57,94,3324,Familyhistory,lifestyle,diseaserisk,0.73,0.15,0.18,0.76,0.52,0.33,J
5795,57,95,82,Morningalertness,sleepconsistency,dailyproductivity,0.42,0.35,0.62,0.87,0.48,0.76,J
5796,57,96,33,Noveltyseeking,curiosity,creativitylevel,0.26,0.54,0.22,0.52,0.38,0.45,F
5797,57,97,146,Healthcareaccess,lifestylediseases,lifeexpectancy,0.76,0.81,0.42,0.55,78.0,72.0,F
5798,57,98,1888,Sleepduration,Coffeecups,Productivitylevel,9.1,2.0,4.7,4.0,73.0,54.0,F
5799,57,99,26,Leadership,socialinfluence,teamperformance,0.18,0.52,0.85,0.94,0.32,0.88,J
5800,58,0,2,Studyhours,IQscore,examscore,17.0,133.0,20.0,129.0,97.0,99.0,J
5801,58,1,824,Effort,talent,achievement,0.12,0.53,0.85,0.63,0.38,0.81,J
5802,58,2,853,Effort,Ability,Performance,0.73,0.48,0.43,0.16,0.52,0.36,F
5803,58,3,274,Studydedication,academicsupport,studentgrowth,9.3,8.1,1.6,3.8,15.7,5.6,F
5804,58,4,81,Openness,culturalengagement,worldviewexpansion,0.55,0.41,0.34,0.29,0.55,0.36,F
5805,58,5,3077,Employeehappiness,salary,productivity,0.85,63218.0,0.41,35442.0,0.91,0.62,F
5806,58,6,1165,Rehabtime,injuryseverity,recoveryrate,10.0,4.0,6.0,4.0,0.69,0.8,J
5807,58,7,542,Nutrition,Exercise,PhysicalFitnessScore,26.0,28.0,56.0,59.0,50.0,82.0,J
5808,58,8,464,Calories,Exercise,Weight,291.0,127.0,273.0,93.0,196.0,183.0,F
5809,58,9,294,Clinicalexpertise,diagnostictechnology,patientoutcomes,8.6,3.8,4.9,5.7,6.7,8.4,F
5810,58,10,729,Housingaffordability,incomeinequality,homelessness,0.47,0.51,0.73,0.45,22.3,21.6,F
5811,58,11,50,Patience,delayofgratification,goalperseverance,0.39,0.8,0.61,0.7,0.53,0.54,J
5812,58,12,503,Exercise,DietQuality,WeightLoss,53.0,74.0,41.0,78.0,4.0,9.0,F
5813,58,13,539,StudyTime,TeachingQuality,AcademicPerformance,3.2,7.8,8.3,9.3,67.1,77.1,J
5814,58,14,14,esteem,socialsupport,confidencelevel,0.86,0.66,0.26,0.43,0.8,0.38,F
5815,58,15,1063,Birthrate,deathrate,populationgrowth,8.2,6.1,21.7,14.9,2.1,6.8,J
5816,58,16,9,Empathy,agreeableness,relationshipsatisfaction,0.53,0.68,0.83,0.86,0.54,0.79,J
5817,58,17,1058,Fatcontent,sugarcontent,caloriecount,0.81,0.47,0.91,0.67,216.0,342.0,J
5818,58,18,63,Cooperationtendency,agreeableness,teamcohesion,0.62,0.88,0.71,0.09,0.82,0.46,F
5819,58,19,3014,Commutedistance,trafficlevel,traveltime,15.3,8.7,6.3,9.1,36.4,22.5,F
5820,58,20,3,Age,coffeeconsumption,sleepquality,26.0,3.0,36.0,5.0,7.0,6.0,F
5821,58,21,304,Economicpolicy,financialregulation,marketstability,3.2,5.7,8.3,9.5,82.3,85.9,J
5822,58,22,1767,Housesize,numberofrooms,homevalue,1500.0,4.0,900.0,5.0,320000.0,260000.0,F
5823,58,23,201,Studytime,IQscore,testscore,38.0,110.0,55.0,115.0,66.0,78.0,F
5824,58,24,690,Workhours,vacationtime,burnoutrisk,85.0,0.0,90.0,0.0,94.0,97.0,J
5825,58,25,695,Groupcohesion,leadership,teamproductivity,0.54,0.12,0.51,0.77,0.41,0.72,J
5826,58,26,143,Inequality,socialtensions,politicalstability,0.23,0.32,0.68,0.56,0.36,0.73,F
5827,58,27,211,Population,resourcesavailable,qualityoflife,112.0,199.0,771.0,991.0,38.0,83.0,J
5828,58,28,3320,Votingpercentage,campaignspending,electionresult,0.71,0.24,0.26,0.53,0.55,0.33,F
5829,58,29,649,Numberofemployees,officespace,productivityrating,175.0,1600.0,136.0,1300.0,82.0,79.0,J
5830,58,30,494,AlcoholUse,ImpulseControl,LegalTroubleRisk,8.3,8.9,7.9,2.1,88.4,60.3,J
5831,58,31,607,Stresslevel,dietquality,mentalwellbeing,5.7,9.2,5.2,7.8,73.6,62.4,F
5832,58,32,3118,Populationsize,landarea,housingdemand,9000.0,112.0,82000.0,550.0,7000.0,50000.0,J
5833,58,33,517,RehabilitationTime,DietQuality,InjuryRecoveryRate,9.7,2.3,6.6,7.4,0.58,0.85,J
5834,58,34,291,Studentpreparedness,questionrelevance,examperformance,0.85,0.92,0.17,0.03,0.88,0.18,F
5835,58,35,82,Morningalertness,sleepconsistency,dailyproductivity,0.68,0.72,0.36,0.43,0.73,0.52,F
5836,58,36,336,Familyplanning,prenatalcare,healthybabies,0.55,0.43,0.82,0.23,0.56,0.63,J
5837,58,37,262,Practicetime,talentlevel,skilllevel,0.29,0.68,0.43,0.35,0.56,0.45,J
5838,58,38,2775,Workerexperience,workereducation,productivity,8.0,16.0,7.0,13.0,47.0,41.0,F
5839,58,39,175,Dietquality,exerciseroutine,bloodpressure,0.43,0.36,0.18,0.13,132.0,148.0,F
5840,58,40,500,EmployeeSkill,ManagementCompetence,Profitability,29.0,93.0,49.0,77.0,48.0,60.0,J
5841,58,41,1145,Interestrate,inflation,economicgrowth,5.1,6.8,6.3,7.1,4.9,3.7,F
5842,58,42,1143,Age,healthstatus,lifeexpectancy,34.0,0.9,59.0,0.8,76.0,64.0,F
5843,58,43,145,Teacherexperience,classsizes,graduationrates,11.3,19.4,5.8,22.5,83.2,74.3,F
5844,58,44,859,StudyTime,Comprehension,ExamScore,5.0,6.0,3.0,5.0,79.0,73.0,F
5845,58,45,55,Practicehours,tutorsupport,skilllevelattained,5.0,7.0,4.0,5.0,11.0,7.0,F
5846,58,46,267,Inflationrate,unemploymentrate,economicgrowth,3.4,5.3,9.7,7.1,3.2,0.6,F
5847,58,47,1224,Commutelength,flexibleschedules,work,55.0,40.0,50.0,30.0,78.0,67.0,J
5848,58,48,190,Housingsupply,populationgrowth,homeprices,0.81,0.19,0.16,0.14,0.86,0.38,J
5849,58,49,3147,Commutelength,flexibleworkpolicies,work,13.0,16.0,31.0,22.0,38.0,68.0,F
5850,58,50,32,Impulsiveness,risktaking,recklessbehavior,0.67,0.82,0.81,0.77,0.79,0.92,J
5851,58,51,554,Practicetime,talent,musicskill,7.3,4.6,7.6,5.9,7.9,9.2,J
5852,58,52,141,Noiselevels,stresshormones,sleepquality,76.0,30.0,29.0,65.0,66.0,74.0,J
5853,58,53,135,Studyhours,leisuretime,examperformance,4.0,1.0,7.0,4.0,59.0,75.0,J
5854,58,54,575,Friendcount,positivity,happiness,18.0,0.3,100.0,0.7,32.0,86.0,J
5855,58,55,3324,Familyhistory,lifestyle,diseaserisk,0.61,0.53,0.71,0.87,0.38,0.64,J
5856,58,56,309,Urbangreening,pollutionreduction,livability,0.32,0.85,0.92,0.71,0.47,0.88,J
5857,58,57,461,Training,Experience,Salary,5.0,10.0,6.0,20.0,35000.0,55000.0,J
5858,58,58,518,StudySkills,PracticeTests,ExamReadinessScore,45.0,62.0,15.0,22.0,58.0,25.0,F
5859,58,59,37,Familysupport,friendsupport,resiliencefactors,0.11,0.74,0.87,0.26,0.53,0.69,F
5860,58,60,497,FinancialMeans,NutritionAccess,HealthOutcomes,21.0,30.0,15.0,45.0,74.0,73.0,J
5861,58,61,812,Conditions,adaptation,survival,0.65,0.28,0.93,0.42,0.59,0.86,F
5862,58,62,67,Attachmentsecurity,socialsupport,wellbeinglevel,0.32,0.91,0.99,0.67,0.54,0.89,J
5863,58,63,491,StudyTechnique,GradeMotivation,FinalGrade,0.51,0.37,0.73,0.48,79.2,82.3,J
5864,58,64,739,lifebalancepolicies,productivity,employeewellbeing,64.8,59.3,83.7,73.5,63.6,81.5,J
5865,58,65,49,Caution,riskaversion,safetylevel,0.92,0.79,0.43,0.11,0.77,0.34,F
5866,58,66,2763,Housesize,houselocation,houseprice,2100.0,160.0,1700.0,120.0,500000.0,400000.0,F
5867,58,67,3202,Commutemethod,routeflexibility,work,0.81,0.74,0.05,0.77,0.86,0.39,F
5868,58,68,100,Traveltime,traveldistance,transportationcost,20.0,21.0,50.0,14.0,124.0,211.0,J
5869,58,69,183,Policeforcesize,responsetimes,publicsafety,47.0,4.0,62.0,19.0,59.0,82.0,F
5870,58,70,307,Socialconnection,supportsystems,mentalhealth,5.5,6.2,5.1,6.7,6.0,6.2,F
5871,58,71,193,Pollutioncontrols,airquality,publichealth,38.0,29.0,46.0,88.0,36.0,74.0,J
5872,58,72,27,Agreeableness,cooperationtendency,collaborationquality,0.83,0.75,0.94,0.88,0.76,0.95,J
5873,58,73,1157,Studyhours,testanxiety,examperformance,8.7,1.6,6.9,7.2,93.4,68.7,F
5874,58,74,53,Peerpopularity,socialskills,leadershipcapacity,0.26,0.71,0.85,0.34,0.44,0.68,J
5875,58,75,75,Curiosity,intellectualengagement,creativitylevel,0.71,0.19,0.73,0.62,0.51,0.81,J
5876,58,76,1136,Price,convenience,customersatisfaction,16.0,53.0,43.0,21.0,40.0,58.0,F
5877,58,77,757,Riskfactors,treatment,lifeexpectancy,42.0,37.0,28.0,81.0,41.0,60.0,J
5878,58,78,320,Parentinvolvement,studentengagement,graduationrates,0.32,0.91,0.13,0.68,0.51,0.43,F
5879,58,79,1050,Yearsexperience,educationlevel,salary,14.0,19.0,5.0,14.0,85000.0,50000.0,F
5880,58,80,83,Tidiness,organizationskills,orderlinessrating,0.85,0.42,0.32,0.94,0.76,0.81,J
5881,58,81,172,Healthcareaccess,preventativecare,hospitaladmissions,0.73,0.81,0.92,0.53,0.62,0.76,J
5882,58,82,331,Skillbuilding,careerguidance,workforcereadiness,0.29,0.76,0.85,0.43,0.36,0.68,F
5883,58,83,466,SchoolFunding,ClassSize,TestResults,10500.0,11.0,5200.0,25.0,86.0,72.0,F
5884,58,84,823,Nutrients,genetics,health,0.32,0.85,0.24,0.47,0.51,0.31,F
5885,58,85,68,esteemstability,identitycoherence,lifesatisfaction,0.09,0.41,0.45,0.22,0.29,0.51,J
5886,58,86,475,DoctorSkill,MedicalResources,SurvivalRate,0.44,0.59,0.63,0.52,0.43,0.48,J
5887,58,87,835,Effort,ability,successprobability,0.41,0.63,0.65,0.77,0.49,0.68,J
5888,58,88,1020,Genetics,healthcare,lifeexpectancy,0.29,0.71,0.46,0.59,73.45,73.45,F
5889,58,89,434,Protein,fat,caloricenergy,37.0,24.0,24.0,37.0,645.0,598.0,J
5890,58,90,1944,Staffcooperation,Managerapproach,Companyculture,0.32,0.94,0.71,0.43,0.51,0.53,J
5891,58,91,34,Socialparticipation,communitybelonging,civicengagement,0.73,0.85,0.91,0.93,0.68,0.89,J
5892,58,92,548,Hoursstudied,quizscores,examgrade,4.0,95.0,12.0,55.0,89.0,75.0,F
5893,58,93,351,Partnershipbuilding,communityownership,projectsustainability,0.09,0.53,0.85,0.29,0.46,0.73,J
5894,58,94,433,Classattendance,studyhabits,academicachievement,0.85,0.92,0.86,0.93,0.79,0.81,J
5895,58,95,2904,Commutelength,flexibleschedule,worksatisfaction,1.0,11.0,2.0,16.0,8.3,9.8,J
5896,58,96,57,Sensitivitytoreward,motivationlevel,goalachievement,0.23,0.81,0.38,0.83,0.62,0.65,J
5897,58,97,3040,Noisepollution,greenspace,lifesatisfaction,75.0,55.0,47.0,81.0,72.0,73.0,J
5898,58,98,395,Studenteffort,teachingquality,learningoutcomes,0.63,0.54,0.71,0.43,0.61,0.64,F
5899,58,99,279,Leadershipcompetence,teamcohesion,projectsuccess,0.68,0.59,0.93,0.85,0.74,0.95,J
5900,59,0,19,Altruism,volunteerhours,communityengagement,0.85,3.0,0.86,16.0,0.32,0.84,J
5901,59,1,911,TeacherQuality,StudyHours,TestScores,9.5,8.3,6.5,8.1,97.1,91.7,F
5902,59,2,753,Sleepduration,caffeine,alertness,7.9,2.2,8.9,0.6,8.8,9.3,J
5903,59,3,39,Morningness,sleepconsistency,dailyproductivity,0.42,0.62,0.65,0.48,0.59,0.71,F
5904,59,4,685,Studyhabits,classengagement,grades,0.61,0.22,0.68,0.52,68.0,76.0,J
5905,59,5,681,Genetics,lifestylefactors,diseasepredisposition,0.28,0.83,0.74,0.19,0.91,0.41,J
5906,59,6,1767,Housesize,numberofrooms,homevalue,1500.0,3.0,1200.0,7.0,250000.0,420000.0,J
5907,59,7,138,Populationdensity,greenspaces,communitysatisfaction,900.0,250.0,2300.0,850.0,54.0,72.0,F
5908,59,8,59,Workingmemorycapacity,processingspeed,problemsolving,51.0,62.0,81.0,67.0,54.0,77.0,J
5909,59,9,1908,Stepsperday,Dietquality,Healthscore,6000.0,81.0,7200.0,72.0,88.0,85.0,F
5910,59,10,4,Commutetime,jobsatisfaction,productivity,35.0,68.0,70.0,30.0,47.0,41.0,F
5911,59,11,608,Classattendance,studytime,coursegrade,0.79,4.5,0.75,3.2,89.0,82.0,F
5912,59,12,295,Leadershipintegrity,citizenapproval,administrationsuccess,0.55,0.47,0.38,0.29,0.59,0.42,F
5913,59,13,50,Patience,delayofgratification,goalperseverance,0.32,0.91,0.29,0.72,0.44,0.43,F
5914,59,14,3086,Medicationtype,dosage,therapeuticeffect,8.0,29.0,12.0,43.0,22.0,31.0,J
5915,59,15,559,Crimerate,policefunding,publicsafety,0.84,0.72,0.15,0.37,0.81,0.28,J
5916,59,16,1150,Populationdensity,diseaserate,lifeexpectancy,800.0,0.04,1300.0,0.06,71.0,69.0,F
5917,59,17,463,Strength,Flexibility,InjuryRisk,0.73,0.62,0.19,0.26,0.81,0.31,F
5918,59,18,723,Urbangreenspace,pollutionlevels,publichealth,0.34,0.77,0.93,0.87,0.49,0.85,J
5919,59,19,817,Riskfactors,prevention,disease,0.44,0.71,0.07,0.88,0.57,0.31,J
5920,59,20,201,Studytime,IQscore,testscore,58.0,117.0,51.0,125.0,84.0,82.0,J
5921,59,21,3025,Inflation,unemployment,economicgrowth,7.3,4.2,8.3,2.9,2.7,1.0,J
5922,59,22,1847,Drugdose,individualvariation,treatmentefficacy,0.43,0.88,0.23,0.62,0.71,0.81,J
5923,59,23,534,DrugEfficacy,ComplianceRate,TreatmentOutcomeScore,0.06,0.97,0.71,0.53,0.63,0.74,J
5924,59,24,801,Teamwork,communication,productivity,0.34,0.24,0.82,0.55,0.29,0.64,J
5925,59,25,262,Practicetime,talentlevel,skilllevel,0.42,0.37,0.88,0.73,0.47,0.89,J
5926,59,26,1904,Wages,Experience,Joboffer,30000.0,12.0,20000.0,4.0,52000.0,37000.0,F
5927,59,27,361,Age,education,income,26.0,19.0,39.0,12.0,63000.0,77000.0,F
5928,59,28,33,Noveltyseeking,curiosity,creativitylevel,0.81,0.33,0.73,0.62,0.64,0.81,J
5929,59,29,94,Drawingtalent,arttraining,creativeproductions,0.73,0.75,0.32,0.85,0.92,0.52,F
5930,59,30,807,Diet,exercise,fitnesslevel,29.0,33.0,44.0,39.0,49.0,61.0,J
