,Feature 1 name,Feature 2 name,Feature 3 name,Object 1 Feature 1 value,Object 1 Feature 2 value,Object 1 Feature 3 value,Object 2 Feature 1 value,Object 2 Feature 2 value,Object 2 Feature 3 value
538,Number of Ingredients,Preparation Time (min),Cooking Time (min),12.0,14.0,30.0,11.0,15.0,29.0
539,Number of Ingredients,Preparation Time (min),Cooking Time (min),9.0,17.0,32.0,10.0,16.0,31.0
540,Number of Players,Game Duration (min),Fun Score (1-10),4.0,30.0,8.0,6.0,25.0,9.0
541,Number of Players,Game Duration (min),Fun Score (1-10),5.0,40.0,7.0,7.0,30.0,8.0
542,Number of Players,Game Duration (min),Fun Score (1-10),6.0,20.0,9.0,4.0,35.0,7.0
543,Number of Players,Game Duration (min),Fun Score (1-10),3.0,50.0,6.0,5.0,40.0,7.0
544,Number of Players,Game Duration (min),Fun Score (1-10),7.0,15.0,9.0,5.0,25.0,8.0
545,Number of Players,Game Duration (min),Fun Score (1-10),4.0,35.0,7.0,6.0,20.0,9.0
546,Number of Players,Game Duration (min),Fun Score (1-10),5.0,45.0,6.0,3.0,55.0,5.0
547,Number of Players,Game Duration (min),Fun Score (1-10),6.0,25.0,8.0,7.0,18.0,9.0
548,Number of Players,Game Duration (min),Fun Score (1-10),4.0,32.0,7.0,5.0,28.0,8.0
549,Number of Players,Game Duration (min),Fun Score (1-10),5.0,30.0,8.0,6.0,22.0,9.0
550,Number of Channels,Power (W),Sound Quality (1-10),5.0,100.0,8.0,7.0,90.0,9.0
551,Number of Channels,Power (W),Sound Quality (1-10),4.0,120.0,9.0,6.0,110.0,8.0
552,Number of Channels,Power (W),Sound Quality (1-10),6.0,80.0,7.0,5.0,100.0,8.0
553,Number of Channels,Power (W),Sound Quality (1-10),3.0,130.0,9.0,4.0,125.0,9.0
554,Number of Channels,Power (W),Sound Quality (1-10),7.0,70.0,7.0,6.0,85.0,8.0
555,Number of Channels,Power (W),Sound Quality (1-10),5.0,110.0,8.0,4.0,120.0,9.0
556,Number of Channels,Power (W),Sound Quality (1-10),6.0,90.0,8.0,7.0,80.0,7.0
557,Number of Channels,Power (W),Sound Quality (1-10),4.0,115.0,9.0,5.0,105.0,8.0
558,Number of Channels,Power (W),Sound Quality (1-10),7.0,75.0,7.0,5.0,90.0,8.0
559,Number of Channels,Power (W),Sound Quality (1-10),6.0,95.0,8.0,4.0,110.0,9.0
560,Fuel Efficiency (km/L),Engine Power (hp),Driving Range (km),15.0,100.0,450.0,12.0,120.0,420.0
561,Fuel Efficiency (km/L),Engine Power (hp),Driving Range (km),18.0,90.0,480.0,14.0,110.0,400.0
562,Fuel Efficiency (km/L),Engine Power (hp),Driving Range (km),12.0,130.0,390.0,16.0,100.0,500.0
563,Fuel Efficiency (km/L),Engine Power (hp),Driving Range (km),14.0,110.0,420.0,17.0,95.0,470.0
564,Fuel Efficiency (km/L),Engine Power (hp),Driving Range (km),16.0,105.0,480.0,13.0,125.0,390.0
565,Fuel Efficiency (km/L),Engine Power (hp),Driving Range (km),10.0,140.0,350.0,18.0,90.0,480.0
566,Fuel Efficiency (km/L),Engine Power (hp),Driving Range (km),17.0,95.0,510.0,15.0,110.0,450.0
567,Fuel Efficiency (km/L),Engine Power (hp),Driving Range (km),13.0,120.0,400.0,19.0,85.0,470.0
568,Fuel Efficiency (km/L),Engine Power (hp),Driving Range (km),11.0,135.0,370.0,16.0,100.0,480.0
569,Fuel Efficiency (km/L),Engine Power (hp),Driving Range (km),19.0,80.0,500.0,14.0,115.0,420.0
570,Number of Rooms,Square Feet,Market Value (thousands $),3.0,1200.0,300.0,4.0,1000.0,280.0
571,Number of Rooms,Square Feet,Market Value (thousands $),4.0,1100.0,290.0,5.0,900.0,270.0
572,Number of Rooms,Square Feet,Market Value (thousands $),2.0,1300.0,280.0,3.0,1250.0,290.0
573,Number of Rooms,Square Feet,Market Value (thousands $),5.0,1000.0,270.0,4.0,1150.0,295.0
574,Number of Rooms,Square Feet,Market Value (thousands $),3.0,1250.0,300.0,4.0,1100.0,290.0
575,Number of Rooms,Square Feet,Market Value (thousands $),4.0,1050.0,285.0,5.0,950.0,275.0
576,Number of Rooms,Square Feet,Market Value (thousands $),2.0,1400.0,270.0,3.0,1350.0,285.0
577,Number of Rooms,Square Feet,Market Value (thousands $),5.0,950.0,270.0,4.0,1100.0,290.0
578,Number of Rooms,Square Feet,Market Value (thousands $),3.0,1300.0,305.0,4.0,1200.0,295.0
579,Number of Rooms,Square Feet,Market Value (thousands $),4.0,1150.0,290.0,5.0,1000.0,280.0
580,Number of Pages,Font Size,Readability (1-10),100.0,12.0,8.0,120.0,11.0,7.0
581,Number of Pages,Font Size,Readability (1-10),150.0,10.0,6.0,130.0,12.0,7.0
582,Number of Pages,Font Size,Readability (1-10),200.0,14.0,9.0,180.0,13.0,8.0
583,Number of Pages,Font Size,Readability (1-10),80.0,13.0,8.0,90.0,12.0,7.0
584,Number of Pages,Font Size,Readability (1-10),140.0,11.0,7.0,160.0,10.0,6.0
585,Number of Pages,Font Size,Readability (1-10),110.0,12.0,8.0,100.0,13.0,9.0
586,Number of Pages,Font Size,Readability (1-10),130.0,10.0,6.0,150.0,11.0,7.0
587,Number of Pages,Font Size,Readability (1-10),120.0,13.0,9.0,110.0,12.0,8.0
588,Number of Pages,Font Size,Readability (1-10),170.0,11.0,7.0,160.0,12.0,8.0
589,Number of Pages,Font Size,Readability (1-10),90.0,12.0,8.0,100.0,11.0,7.0
590,Number of Calories,Protein Content (g),Health Score (1-10),300.0,10.0,7.0,350.0,15.0,8.0
591,Number of Calories,Protein Content (g),Health Score (1-10),250.0,12.0,7.0,300.0,14.0,8.0
592,Number of Calories,Protein Content (g),Health Score (1-10),400.0,8.0,5.0,350.0,10.0,6.0
593,Number of Calories,Protein Content (g),Health Score (1-10),200.0,15.0,8.0,250.0,13.0,7.0
594,Number of Calories,Protein Content (g),Health Score (1-10),320.0,11.0,7.0,330.0,12.0,7.0
595,Number of Calories,Protein Content (g),Health Score (1-10),280.0,14.0,8.0,300.0,16.0,9.0
596,Number of Calories,Protein Content (g),Health Score (1-10),350.0,10.0,6.0,370.0,12.0,7.0
597,Number of Calories,Protein Content (g),Health Score (1-10),270.0,13.0,8.0,290.0,14.0,8.0
598,Number of Calories,Protein Content (g),Health Score (1-10),310.0,9.0,6.0,320.0,11.0,7.0
599,Number of Calories,Protein Content (g),Health Score (1-10),290.0,12.0,7.0,310.0,13.0,8.0
600,Car Speed,Car Weight,Fuel Consumption,120.0,1500.0,8.0,100.0,1800.0,9.0
601,Car Speed,Car Weight,Fuel Consumption,140.0,1400.0,10.0,130.0,1700.0,11.0
602,Car Speed,Car Weight,Fuel Consumption,110.0,1600.0,7.0,120.0,1900.0,8.0
603,Car Speed,Car Weight,Fuel Consumption,130.0,1550.0,9.0,110.0,1850.0,9.0
604,Car Speed,Car Weight,Fuel Consumption,150.0,1450.0,11.0,140.0,1750.0,12.0
605,Car Speed,Car Weight,Fuel Consumption,100.0,1700.0,7.0,110.0,1600.0,8.0
606,Car Speed,Car Weight,Fuel Consumption,125.0,1500.0,9.0,135.0,1600.0,10.0
607,Car Speed,Car Weight,Fuel Consumption,135.0,1400.0,10.0,125.0,1500.0,9.0
608,Car Speed,Car Weight,Fuel Consumption,115.0,1650.0,8.0,125.0,1750.0,9.0
609,Car Speed,Car Weight,Fuel Consumption,145.0,1450.0,12.0,135.0,1550.0,11.0
610,Book Thickness,Book Pages,Book Weight,10.0,300.0,250.0,8.0,350.0,260.0
611,Book Thickness,Book Pages,Book Weight,12.0,280.0,270.0,10.0,320.0,260.0
612,Book Thickness,Book Pages,Book Weight,11.0,310.0,260.0,13.0,290.0,270.0
613,Book Thickness,Book Pages,Book Weight,9.0,330.0,250.0,11.0,310.0,260.0
614,Book Thickness,Book Pages,Book Weight,13.0,270.0,280.0,12.0,300.0,270.0
615,Book Thickness,Book Pages,Book Weight,10.0,320.0,250.0,12.0,300.0,270.0
616,Book Thickness,Book Pages,Book Weight,8.0,340.0,240.0,10.0,320.0,250.0
617,Book Thickness,Book Pages,Book Weight,11.0,290.0,260.0,13.0,270.0,270.0
618,Book Thickness,Book Pages,Book Weight,12.0,300.0,270.0,14.0,280.0,280.0
619,Book Thickness,Book Pages,Book Weight,10.0,310.0,250.0,11.0,300.0,260.0
620,Student Study Hours,Student Test Score,Final Grade,5.0,70.0,75.0,6.0,65.0,76.0
621,Student Study Hours,Student Test Score,Final Grade,4.0,75.0,74.0,5.0,70.0,75.0
622,Student Study Hours,Student Test Score,Final Grade,6.0,68.0,77.0,7.0,63.0,78.0
623,Student Study Hours,Student Test Score,Final Grade,5.0,72.0,75.0,6.0,67.0,76.0
624,Student Study Hours,Student Test Score,Final Grade,7.0,65.0,78.0,8.0,60.0,79.0
625,Student Study Hours,Student Test Score,Final Grade,4.0,70.0,73.0,5.0,65.0,74.0
626,Student Study Hours,Student Test Score,Final Grade,6.0,67.0,76.0,7.0,62.0,77.0
627,Student Study Hours,Student Test Score,Final Grade,5.0,73.0,75.0,6.0,68.0,76.0
628,Student Study Hours,Student Test Score,Final Grade,7.0,66.0,78.0,8.0,61.0,79.0
629,Student Study Hours,Student Test Score,Final Grade,5.0,71.0,75.0,6.0,66.0,76.0
630,Phone RAM,Phone Storage,Phone Performance Score,6.0,64.0,80.0,8.0,64.0,85.0
631,Phone RAM,Phone Storage,Phone Performance Score,4.0,128.0,75.0,6.0,128.0,80.0
632,Phone RAM,Phone Storage,Phone Performance Score,8.0,64.0,85.0,10.0,64.0,90.0
633,Phone RAM,Phone Storage,Phone Performance Score,6.0,128.0,80.0,8.0,128.0,85.0
634,Phone RAM,Phone Storage,Phone Performance Score,10.0,64.0,90.0,12.0,64.0,95.0
635,Phone RAM,Phone Storage,Phone Performance Score,4.0,256.0,75.0,6.0,256.0,80.0
636,Phone RAM,Phone Storage,Phone Performance Score,8.0,128.0,85.0,10.0,128.0,90.0
637,Phone RAM,Phone Storage,Phone Performance Score,6.0,256.0,80.0,8.0,256.0,85.0
638,Phone RAM,Phone Storage,Phone Performance Score,10.0,128.0,90.0,12.0,128.0,95.0
639,Phone RAM,Phone Storage,Phone Performance Score,4.0,64.0,75.0,6.0,64.0,80.0
640,Shoe Weight,Shoe Cushioning,Comfort Score,250.0,7.0,8.0,270.0,6.0,7.0
641,Shoe Weight,Shoe Cushioning,Comfort Score,230.0,8.0,9.0,250.0,7.0,8.0
642,Shoe Weight,Shoe Cushioning,Comfort Score,240.0,6.0,7.0,260.0,5.0,6.0
643,Shoe Weight,Shoe Cushioning,Comfort Score,260.0,9.0,9.0,280.0,8.0,8.0
644,Shoe Weight,Shoe Cushioning,Comfort Score,220.0,7.0,8.0,240.0,6.0,7.0
645,Shoe Weight,Shoe Cushioning,Comfort Score,270.0,8.0,9.0,290.0,7.0,8.0
646,Shoe Weight,Shoe Cushioning,Comfort Score,250.0,6.0,7.0,270.0,5.0,6.0
647,Shoe Weight,Shoe Cushioning,Comfort Score,240.0,9.0,9.0,260.0,8.0,8.0
648,Shoe Weight,Shoe Cushioning,Comfort Score,230.0,8.0,9.0,250.0,7.0,8.0
649,Shoe Weight,Shoe Cushioning,Comfort Score,260.0,7.0,8.0,280.0,6.0,7.0
650,House Size,House Age,Market Price,2000.0,5.0,350000.0,2200.0,10.0,330000.0
651,House Size,House Age,Market Price,1800.0,3.0,340000.0,2000.0,8.0,320000.0
652,House Size,House Age,Market Price,2100.0,6.0,360000.0,2300.0,12.0,340000.0
653,House Size,House Age,Market Price,1900.0,4.0,330000.0,2100.0,9.0,310000.0
654,House Size,House Age,Market Price,2200.0,7.0,370000.0,2400.0,14.0,350000.0
655,House Size,House Age,Market Price,1700.0,2.0,320000.0,1900.0,7.0,300000.0
656,House Size,House Age,Market Price,2000.0,5.0,350000.0,2200.0,10.0,330000.0
657,House Size,House Age,Market Price,2100.0,6.0,360000.0,2300.0,12.0,340000.0
658,House Size,House Age,Market Price,1900.0,4.0,330000.0,2100.0,9.0,310000.0
659,House Size,House Age,Market Price,2200.0,7.0,370000.0,2400.0,14.0,350000.0
660,Dog Size,Dog Activity Level,Energy Consumption,40.0,5.0,10.0,50.0,4.0,11.0
661,Dog Size,Dog Activity Level,Energy Consumption,30.0,6.0,9.0,40.0,5.0,10.0
662,Dog Size,Dog Activity Level,Energy Consumption,50.0,3.0,12.0,60.0,2.0,13.0
663,Dog Size,Dog Activity Level,Energy Consumption,35.0,7.0,10.0,45.0,6.0,11.0
664,Dog Size,Dog Activity Level,Energy Consumption,45.0,4.0,11.0,55.0,3.0,12.0
665,Dog Size,Dog Activity Level,Energy Consumption,25.0,8.0,9.0,35.0,7.0,10.0
666,Dog Size,Dog Activity Level,Energy Consumption,55.0,2.0,13.0,65.0,1.0,14.0
667,Dog Size,Dog Activity Level,Energy Consumption,30.0,6.0,9.0,40.0,5.0,10.0
668,Dog Size,Dog Activity Level,Energy Consumption,40.0,5.0,10.0,50.0,4.0,11.0
669,Dog Size,Dog Activity Level,Energy Consumption,35.0,7.0,10.0,45.0,6.0,11.0
670,Bike Weight,Bike Frame Material,Speed Potential,10.0,1.0,15.0,12.0,2.0,14.0
671,Bike Weight,Bike Frame Material,Speed Potential,12.0,1.0,14.0,14.0,2.0,13.0
672,Bike Weight,Bike Frame Material,Speed Potential,9.0,1.0,16.0,11.0,2.0,15.0
673,Bike Weight,Bike Frame Material,Speed Potential,11.0,1.0,15.0,13.0,2.0,14.0
674,Bike Weight,Bike Frame Material,Speed Potential,8.0,1.0,17.0,10.0,2.0,16.0
675,Bike Weight,Bike Frame Material,Speed Potential,13.0,1.0,14.0,15.0,2.0,13.0
676,Bike Weight,Bike Frame Material,Speed Potential,10.0,1.0,15.0,12.0,2.0,14.0
677,Bike Weight,Bike Frame Material,Speed Potential,12.0,1.0,14.0,14.0,2.0,13.0
678,Bike Weight,Bike Frame Material,Speed Potential,9.0,1.0,16.0,11.0,2.0,15.0
679,Bike Weight,Bike Frame Material,Speed Potential,11.0,1.0,15.0,13.0,2.0,14.0
680,Phone Battery Capacity,Phone Screen Size,Battery Life in Hours,3000.0,5.0,12.0,3500.0,4.0,13.0
681,Phone Battery Capacity,Phone Screen Size,Battery Life in Hours,2500.0,6.0,10.0,3000.0,5.0,11.0
682,Phone Battery Capacity,Phone Screen Size,Battery Life in Hours,3500.0,4.0,13.0,4000.0,3.0,14.0
683,Phone Battery Capacity,Phone Screen Size,Battery Life in Hours,2800.0,5.0,11.0,3300.0,4.0,12.0
684,Phone Battery Capacity,Phone Screen Size,Battery Life in Hours,3200.0,6.0,12.0,3700.0,5.0,13.0
685,Phone Battery Capacity,Phone Screen Size,Battery Life in Hours,2700.0,7.0,10.0,3200.0,6.0,11.0
686,Phone Battery Capacity,Phone Screen Size,Battery Life in Hours,3400.0,5.0,13.0,3900.0,4.0,14.0
687,Phone Battery Capacity,Phone Screen Size,Battery Life in Hours,2900.0,6.0,11.0,3400.0,5.0,12.0
688,Phone Battery Capacity,Phone Screen Size,Battery Life in Hours,3100.0,7.0,12.0,3600.0,6.0,13.0
689,Phone Battery Capacity,Phone Screen Size,Battery Life in Hours,2600.0,8.0,10.0,3100.0,7.0,11.0
690,Coffee Bean Size,Coffee Roast Level,Flavor Intensity,6.0,3.0,7.0,7.0,2.0,8.0
691,Coffee Bean Size,Coffee Roast Level,Flavor Intensity,5.0,4.0,6.0,6.0,3.0,7.0
692,Coffee Bean Size,Coffee Roast Level,Flavor Intensity,7.0,2.0,8.0,8.0,1.0,9.0
693,Coffee Bean Size,Coffee Roast Level,Flavor Intensity,6.0,3.0,7.0,7.0,2.0,8.0
694,Coffee Bean Size,Coffee Roast Level,Flavor Intensity,8.0,1.0,9.0,9.0,0.0,10.0
695,Coffee Bean Size,Coffee Roast Level,Flavor Intensity,5.0,5.0,5.0,6.0,4.0,6.0
696,Coffee Bean Size,Coffee Roast Level,Flavor Intensity,7.0,2.0,8.0,8.0,1.0,9.0
697,Coffee Bean Size,Coffee Roast Level,Flavor Intensity,6.0,3.0,7.0,7.0,2.0,8.0
698,Coffee Bean Size,Coffee Roast Level,Flavor Intensity,5.0,4.0,6.0,6.0,3.0,7.0
699,Coffee Bean Size,Coffee Roast Level,Flavor Intensity,7.0,2.0,8.0,8.0,1.0,9.0
700,Speed,Weight,Distance traveled,60.0,1000.0,120.0,50.0,1200.0,115.0
701,Speed,Weight,Distance traveled,70.0,800.0,140.0,60.0,900.0,130.0
702,Speed,Weight,Distance traveled,55.0,1100.0,110.0,65.0,1000.0,125.0
703,Speed,Weight,Distance traveled,75.0,700.0,150.0,80.0,600.0,160.0
704,Speed,Weight,Distance traveled,65.0,900.0,130.0,70.0,800.0,140.0
705,Speed,Weight,Distance traveled,50.0,1200.0,100.0,55.0,1100.0,110.0
706,Speed,Weight,Distance traveled,80.0,600.0,160.0,75.0,700.0,150.0
707,Speed,Weight,Distance traveled,60.0,1000.0,120.0,50.0,1200.0,115.0
708,Speed,Weight,Distance traveled,70.0,800.0,140.0,60.0,900.0,130.0
709,Speed,Weight,Distance traveled,55.0,1100.0,110.0,65.0,1000.0,125.0
710,Price,Quality,Overall value,100.0,8.0,85.0,120.0,7.0,85.0
711,Price,Quality,Overall value,80.0,9.0,82.0,90.0,8.0,83.0
712,Price,Quality,Overall value,110.0,7.0,78.0,100.0,8.0,85.0
713,Price,Quality,Overall value,90.0,8.0,80.0,100.0,7.0,77.0
714,Price,Quality,Overall value,120.0,9.0,90.0,110.0,8.0,87.0
715,Price,Quality,Overall value,100.0,7.0,75.0,110.0,6.0,74.0
716,Price,Quality,Overall value,90.0,9.0,85.0,80.0,10.0,88.0
717,Price,Quality,Overall value,110.0,8.0,83.0,120.0,7.0,80.0
718,Price,Quality,Overall value,100.0,8.0,82.0,90.0,9.0,85.0
719,Price,Quality,Overall value,80.0,10.0,85.0,70.0,11.0,87.0
720,Hours studied,Difficulty,Test score,5.0,4.0,80.0,6.0,5.0,78.0
721,Hours studied,Difficulty,Test score,4.0,3.0,85.0,5.0,4.0,83.0
722,Hours studied,Difficulty,Test score,6.0,5.0,75.0,5.0,6.0,70.0
723,Hours studied,Difficulty,Test score,7.0,4.0,88.0,6.0,5.0,85.0
724,Hours studied,Difficulty,Test score,5.0,6.0,70.0,6.0,5.0,75.0
725,Hours studied,Difficulty,Test score,6.0,3.0,87.0,5.0,4.0,85.0
726,Hours studied,Difficulty,Test score,4.0,5.0,78.0,5.0,4.0,80.0
727,Hours studied,Difficulty,Test score,5.0,4.0,82.0,6.0,3.0,84.0
728,Hours studied,Difficulty,Test score,6.0,6.0,70.0,5.0,5.0,75.0
729,Hours studied,Difficulty,Test score,7.0,3.0,90.0,6.0,4.0,88.0
730,Engine size,Fuel efficiency,Top speed,2.0,25.0,120.0,2.5,20.0,130.0
731,Engine size,Fuel efficiency,Top speed,3.0,18.0,140.0,2.8,22.0,135.0
732,Engine size,Fuel efficiency,Top speed,2.5,20.0,130.0,2.0,25.0,120.0
733,Engine size,Fuel efficiency,Top speed,2.8,22.0,135.0,3.0,18.0,140.0
734,Engine size,Fuel efficiency,Top speed,3.2,16.0,145.0,3.0,18.0,140.0
735,Engine size,Fuel efficiency,Top speed,2.4,24.0,125.0,2.6,23.0,128.0
736,Engine size,Fuel efficiency,Top speed,2.6,23.0,128.0,2.4,24.0,125.0
737,Engine size,Fuel efficiency,Top speed,3.0,18.0,140.0,2.8,22.0,135.0
738,Engine size,Fuel efficiency,Top speed,2.2,26.0,122.0,2.4,24.0,125.0
739,Engine size,Fuel efficiency,Top speed,2.8,22.0,135.0,3.2,16.0,145.0
740,Experience,Years of education,Salary,5.0,12.0,50000.0,6.0,11.0,52000.0
741,Experience,Years of education,Salary,10.0,14.0,70000.0,8.0,16.0,72000.0
742,Experience,Years of education,Salary,3.0,10.0,40000.0,4.0,11.0,42000.0
743,Experience,Years of education,Salary,8.0,12.0,60000.0,10.0,11.0,62000.0
744,Experience,Years of education,Salary,7.0,13.0,58000.0,9.0,12.0,60000.0
745,Experience,Years of education,Salary,6.0,11.0,52000.0,5.0,12.0,50000.0
746,Experience,Years of education,Salary,4.0,11.0,42000.0,3.0,10.0,40000.0
747,Experience,Years of education,Salary,10.0,11.0,62000.0,8.0,12.0,60000.0
748,Experience,Years of education,Salary,9.0,12.0,60000.0,7.0,13.0,58000.0
749,Experience,Years of education,Salary,8.0,16.0,72000.0,10.0,14.0,70000.0
750,Brightness,Screen size,Viewing quality,500.0,27.0,85.0,600.0,24.0,88.0
751,Brightness,Screen size,Viewing quality,400.0,30.0,82.0,500.0,27.0,85.0
752,Brightness,Screen size,Viewing quality,600.0,24.0,88.0,500.0,27.0,85.0
753,Brightness,Screen size,Viewing quality,500.0,32.0,87.0,400.0,30.0,82.0
754,Brightness,Screen size,Viewing quality,450.0,25.0,83.0,550.0,22.0,86.0
755,Brightness,Screen size,Viewing quality,550.0,22.0,86.0,450.0,25.0,83.0
756,Brightness,Screen size,Viewing quality,400.0,30.0,82.0,500.0,27.0,85.0
757,Brightness,Screen size,Viewing quality,500.0,27.0,85.0,600.0,24.0,88.0
758,Brightness,Screen size,Viewing quality,550.0,22.0,86.0,450.0,25.0,83.0
759,Brightness,Screen size,Viewing quality,600.0,24.0,88.0,500.0,32.0,87.0
760,Size,Material thickness,Insulation,10.0,2.0,6.0,12.0,1.5,5.5
761,Size,Material thickness,Insulation,8.0,3.0,7.0,10.0,2.0,6.0
762,Size,Material thickness,Insulation,12.0,1.5,5.5,10.0,2.0,6.0
763,Size,Material thickness,Insulation,10.0,2.0,6.0,8.0,3.0,7.0
764,Size,Material thickness,Insulation,9.0,2.5,6.5,11.0,2.0,6.0
765,Size,Material thickness,Insulation,11.0,2.0,6.0,9.0,2.5,6.5
766,Size,Material thickness,Insulation,8.0,3.0,7.0,10.0,2.0,6.0
767,Size,Material thickness,Insulation,10.0,2.0,6.0,12.0,1.5,5.5
768,Size,Material thickness,Insulation,9.0,2.5,6.5,11.0,2.0,6.0
769,Size,Material thickness,Insulation,12.0,1.5,5.5,10.0,2.0,6.0
770,Age,Mileage,Resale value,5.0,50000.0,15000.0,6.0,40000.0,16000.0
771,Age,Mileage,Resale value,3.0,30000.0,20000.0,4.0,25000.0,21000.0
772,Age,Mileage,Resale value,6.0,40000.0,16000.0,5.0,50000.0,15000.0
773,Age,Mileage,Resale value,4.0,25000.0,21000.0,3.0,30000.0,20000.0
774,Age,Mileage,Resale value,2.0,20000.0,25000.0,3.0,15000.0,26000.0
775,Age,Mileage,Resale value,5.0,50000.0,15000.0,6.0,40000.0,16000.0
776,Age,Mileage,Resale value,3.0,30000.0,20000.0,4.0,25000.0,21000.0
777,Age,Mileage,Resale value,6.0,40000.0,16000.0,5.0,50000.0,15000.0
778,Age,Mileage,Resale value,4.0,25000.0,21000.0,3.0,30000.0,20000.0
779,Age,Mileage,Resale value,2.0,20000.0,25000.0,3.0,15000.0,26000.0
780,Temperature,Time in oven,Bakedness,350.0,30.0,8.0,375.0,25.0,9.0
781,Temperature,Time in oven,Bakedness,325.0,40.0,7.0,350.0,30.0,8.0
782,Temperature,Time in oven,Bakedness,375.0,25.0,9.0,350.0,30.0,8.0
783,Temperature,Time in oven,Bakedness,350.0,30.0,8.0,325.0,40.0,7.0
784,Temperature,Time in oven,Bakedness,300.0,45.0,6.0,325.0,40.0,7.0
785,Temperature,Time in oven,Bakedness,325.0,40.0,7.0,350.0,30.0,8.0
786,Temperature,Time in oven,Bakedness,375.0,25.0,9.0,350.0,30.0,8.0
787,Temperature,Time in oven,Bakedness,350.0,30.0,8.0,375.0,25.0,9.0
788,Temperature,Time in oven,Bakedness,325.0,40.0,7.0,300.0,45.0,6.0
789,Temperature,Time in oven,Bakedness,300.0,45.0,6.0,325.0,40.0,7.0
790,Cooking time,Stove temperature,Taste rating,20.0,350.0,8.0,25.0,375.0,9.0
791,Cooking time,Stove temperature,Taste rating,25.0,375.0,9.0,20.0,350.0,8.0
792,Cooking time,Stove temperature,Taste rating,15.0,400.0,9.0,20.0,350.0,8.0
793,Cooking time,Stove temperature,Taste rating,20.0,350.0,8.0,15.0,400.0,9.0
794,Cooking time,Stove temperature,Taste rating,25.0,325.0,7.0,30.0,350.0,8.0
795,Cooking time,Stove temperature,Taste rating,30.0,350.0,8.0,25.0,325.0,7.0
796,Cooking time,Stove temperature,Taste rating,15.0,400.0,9.0,20.0,350.0,8.0
797,Cooking time,Stove temperature,Taste rating,20.0,350.0,8.0,25.0,375.0,9.0
798,Cooking time,Stove temperature,Taste rating,25.0,375.0,9.0,20.0,350.0,8.0
799,Cooking time,Stove temperature,Taste rating,30.0,350.0,8.0,25.0,325.0,7.0
